stargateID,destinationID
50004159,50004884
50004160,50004112
50004161,50004711
50004162,50004998
50004163,50000771
50004164,50005957
50004165,50006550
50004166,50006710
50004167,50003482
50004168,50004189
50004169,50004119
50004170,50004202
50004171,50002332
50004172,50003602
50004173,50007203
50004174,50000782
50004175,50001734
50004176,50006983
50004177,50003807
50004178,50004280
50004179,50003317
50004180,50003714
50004181,50004100
50004182,50004341
50004183,50004003
50004184,50004020
50004185,50006004
50004189,50004168
50004190,50004419
50004191,50002816
50004192,50005643
50004193,50004156
50004194,50004585
50004195,50003665
50004196,50003898
50004197,50004514
50004198,50004897
50004199,50002824
50004200,50004023
50004201,50005962
50004202,50004170
50004203,50004268
50004204,50004132
50004205,50004430
50004206,50005089
50004207,50005404
50004208,50005549
50004209,50003359
50004210,50003914
50004211,50004307
50004212,50003415
50004213,50004287
50004214,50003234
50004215,50004313
50004216,50004345
50004217,50004745
50004218,50005302
50004219,50003580
50004220,50004832
50004221,50002860
50004222,50004254
50004223,50004477
50004224,50005657
50004229,50004086
50004230,50005475
50004231,50003547
50004232,50004556
50004233,50004095
50004234,50004841
50004235,50005026
50004238,50003851
50004242,50000671
50004243,50003239
50004244,50006161
50004245,50007934
50004246,50009202
50004247,50004063
50004248,50004293
50004249,50006365
50004250,50000247
50004251,50000372
50004252,50005149
50004254,50004222
50004255,50004478
50004256,50005658
50004259,50000214
50004260,50003967
50004261,50006373
50004262,50006675
50004263,50003347
50004264,50003284
50004265,50003521
50004266,50004817
50004267,50004845
50004268,50004203
50004269,50004564
50004270,50002496
50004271,50007469
50004272,50003726
50004273,50004284
50004274,50004792
50004275,50006187
50004276,50003799
50004277,50004594
50004278,50002778
50004279,50004152
50004280,50004178
50004281,50004367
50004282,50004669
50004283,50005487
50004284,50004273
50004285,50004618
50004286,50005866
50004287,50004213
50004288,50004334
50004289,50004933
50004290,50003920
50004291,50004651
50004292,50004960
50004293,50004248
50004294,50004351
50004295,50004581
50004296,50004115
50004297,50004647
50004298,50005199
50004299,50003658
50004300,50005289
50004301,50003778
50004302,50004719
50004303,50004054
50004304,50004329
50004305,50004657
50004306,50004681
50004307,50004211
50004308,50002990
50004309,50004447
50004310,50004730
50004311,50005310
50004312,50003759
50004313,50004215
50004314,50004346
50004315,50004545
50004316,50004078
50004317,50004330
50004318,50003937
50004319,50004562
50004320,50004636
50004321,50003597
50004322,50004753
50004323,50005370
50004324,50002770
50004325,50004470
50004326,50006005
50004327,50006293
50004328,50004055
50004329,50004304
50004330,50004317
50004331,50004464
50004332,50000507
50004334,50004288
50004335,50004523
50004336,50004934
50004339,50002624
50004340,50005501
50004341,50004182
50004342,50004408
50004343,50005791
50004345,50004216
50004346,50004314
50004350,50002524
50004351,50004294
50004352,50004582
50004353,50008733
50004354,50003640
50004355,50004045
50004356,50013252
50004357,50000810
50004358,50001275
50004359,50006152
50004360,50003829
50004361,50004755
50004362,50006323
50004363,50003818
50004364,50006470
50004365,50007210
50004366,50007433
50004367,50004281
50004368,50004906
50004369,50004985
50004375,50000641
50004376,50001494
50004377,50001621
50004378,50003904
50004379,50004061
50004380,50003417
50004384,50003398
50004385,50003490
50004386,50004610
50004387,50004676
50004388,50001323
50004389,50003120
50004390,50000166
50004391,50005430
50004392,50007905
50004393,50003772
50004394,50003035
50004395,50004995
50004396,50003671
50004397,50004083
50004398,50004645
50004399,50004728
50004400,50003217
50004401,50006239
50004402,50003553
50004406,50003869
50004407,50007455
50004408,50004342
50004409,50004622
50004416,50003621
50004417,50004058
50004418,50004862
50004419,50004190
50004420,50005660
50004421,50005839
50004422,50005870
50004423,50003172
50004424,50005228
50004425,50005761
50004426,50006206
50004427,50007044
50004428,50003763
50004429,50005633
50004430,50004205
50004431,50004722
50004432,50005090
50004435,50004048
50004436,50004783
50004437,50005193
50004438,50012464
50004439,50004090
50004440,50003616
50004441,50005143
50004442,50002942
50004443,50005246
50004444,50005392
50004445,50007848
50004446,50003571
50004447,50004309
50004448,50005031
50004449,50005650
50004450,50003509
50004451,50005695
50004452,50005982
50004453,50006121
50004454,50012065
50004455,50003870
50004456,50004488
50004457,50004130
50004458,50004599
50004459,50004624
50004460,50001496
50004461,50005719
50004462,50006531
50004463,50011257
50004464,50004331
50004465,50004875
50004466,50003814
50004467,50004854
50004468,50005337
50004469,50005510
50004470,50004325
50004471,50004916
50004472,50006294
50004473,50003533
50004474,50005008
50004475,50006097
50004477,50004223
50004478,50004255
50004479,50003403
50004480,50006649
50004481,50007479
50004483,50003795
50004484,50004931
50004485,50005226
50004486,50005546
50004487,50003871
50004488,50004456
50004489,50004661
50004490,50004942
50004497,50004116
50004498,50004655
50004499,50004080
50004500,50005185
50004501,50006598
50004503,50003886
50004504,50005887
50004505,50003513
50004506,50005357
50004507,50005684
50004508,50005892
50004510,50003999
50004511,50003473
50004512,50004688
50004513,50005471
50004514,50004197
50004515,50004898
50004516,50006128
50004517,50003779
50004518,50004589
50004519,50009683
50004520,50003411
50004521,50005770
50004522,50007482
50004523,50004335
50004524,50004819
50004525,50000020
50004526,50000723
50004527,50001175
50004528,50003931
50004529,50003979
50004530,50004685
50004531,50004900
50004532,50003848
50004533,50000352
50004534,50004150
50004535,50006671
50004536,50003879
50004537,50004139
50004538,50004567
50004539,50005377
50004542,50002569
50004543,50004749
50004544,50007280
50004545,50004315
50004546,50004746
50004547,50004821
50004548,50000738
50004549,50006870
50004550,50007503
50004551,50009556
50004552,50010658
50004553,50002723
50004554,50003548
50004555,50004557
50004556,50004232
50004557,50004555
50004558,50004098
50004559,50004570
50004560,50004742
50004561,50003938
50004562,50004319
50004563,50004637
50004564,50004269
50004565,50004584
50004566,50004140
50004567,50004538
50004568,50005378
50004569,50001800
50004570,50004559
50004571,50004743
50004572,50007971
50004573,50004040
50004574,50004666
50004575,50004806
50004576,50000181
50004577,50001531
50004578,50003917
50004579,50005127
50004580,50006799
50004581,50004295
50004582,50004352
50004583,50007518
50004584,50004565
50004585,50004194
50004586,50004847
50004587,50006635
50004588,50003780
50004589,50004518
50004590,50003386
50004591,50003750
50004592,50004026
50004593,50005627
50004594,50004277
50004595,50005087
50004596,50006093
50004597,50002819
50004598,50004972
50004599,50004458
50004600,50005619
50004601,50000672
50004602,50003240
50004603,50008600
50004604,50003355
50004605,50004148
50004606,50005688
50004607,50003894
50004610,50004386
50004611,50004945
50004612,50005374
50004613,50003769
50004614,50006546
50004615,50007791
50004616,50009193
50004617,50010501
50004618,50004285
50004619,50004976
50004620,50005606
50004621,50005867
50004622,50004409
50004623,50005970
50004624,50004459
50004625,50007530
50004626,50003945
50004627,50002937
50004628,50004704
50004629,50003622
50004630,50004639
50004631,50004922
50004632,50003922
50004633,50006245
50004634,50003248
50004635,50004910
50004636,50004320
50004637,50004563
50004638,50003623
50004639,50004630
50004640,50004923
50004641,50005073
50004642,50005321
50004643,50003669
50004644,50004084
50004645,50004398
50004646,50004117
50004647,50004297
50004648,50003134
50004649,50004772
50004650,50005469
50004651,50004291
50004652,50004702
50004653,50002943
50004654,50005543
50004655,50004498
50004656,50004980
50004657,50004305
50004658,50005274
50004659,50003888
50004660,50006013
50004661,50004489
50004662,50005575
50004663,50005730
50004664,50005758
50004665,50007205
50004666,50004574
50004667,50000490
50004668,50004153
50004669,50004282
50004673,50003859
50004674,50005078
50004675,50005161
50004676,50004387
50004677,50004946
50004678,50005434
50004679,50002872
50004680,50005002
50004681,50004306
50004682,50007890
50004683,50003932
50004684,50003980
50004685,50004530
50004686,50005217
50004687,50003457
50004688,50004512
50004689,50005365
50004690,50005926
50004694,50003918
50004695,50006428
50004696,50006971
50004697,50007184
50004698,50007440
50004699,50007551
50004700,50008316
50004701,50003695
50004702,50004652
50004703,50004909
50004704,50004628
50004705,50006267
50004706,50006726
50004707,50003124
50004708,50003525
50004709,50004859
50004710,50004113
50004711,50004161
50004712,50004999
50004713,50001944
50004714,50007048
50004715,50003581
50004716,50005284
50004717,50003177
50004718,50005663
50004719,50004302
50004720,50004758
50004721,50005063
50004722,50004431
50004723,50005405
50004724,50002642
50004725,50003023
50004726,50005169
50004727,50006398
50004728,50004399
50004729,50005056
50004730,50004310
50004731,50005311
50004732,50011548
50004733,50012585
50004734,50012759
50004737,50003564
50004738,50005623
50004739,50005944
50004740,50003643
50004741,50012202
50004742,50004560
50004743,50004571
50004744,50007220
50004745,50004217
50004746,50004546
50004747,50005303
50004748,50002570
50004749,50004543
50004750,50004814
50004751,50006036
50004752,50007281
50004753,50004322
50004754,50005371
50004755,50004361
50004756,50005902
50004758,50004720
50004759,50004789
50004760,50007155
50004761,50002344
50004762,50002926
50004763,50002182
50004764,50006965
50004765,50003323
50004766,50005699
50004767,50006629
50004768,50003425
50004769,50004855
50004770,50005592
50004771,50009113
50004772,50004649
50004773,50005693
50004774,50004032
50004775,50006258
50004776,50004142
50004777,50004839
50004778,50004940
50004783,50004436
50004784,50013129
50004785,50003144
50004786,50008355
50004787,50009746
50004788,50011094
50004789,50004759
50004790,50005131
50004791,50005155
50004792,50004274
50004793,50000443
50004794,50002497
50004795,50004901
50004796,50005277
50004797,50006063
50004798,50006651
50004799,50003961
50004800,50005109
50004801,50003485
50004802,50005297
50004803,50002693
50004804,50004136
50004805,50005958
50004806,50004575
50004807,50004865
50004808,50005151
50004809,50003909
50004810,50005052
50004811,50005174
50004814,50004750
50004815,50006037
50004816,50007282
50004817,50004266
50004818,50004846
50004819,50004524
50004820,50005352
50004821,50004547
50004822,50005027
50004823,50003831
50004824,50004983
50004825,50005578
50004826,50006100
50004827,50006155
50004828,50002804
50004829,50003865
50004830,50012873
50004831,50004050
50004832,50004220
50004833,50006083
50004834,50012931
50004835,50004106
50004836,50004158
50004837,50004885
50004838,50004143
50004839,50004777
50004840,50004941
50004841,50004234
50004842,50004879
50004843,50004014
50004844,50001245
50004845,50004267
50004846,50004818
50004847,50004586
50004848,50004890
50004851,50002525
50004852,50004064
50004853,50006585
50004854,50004467
50004855,50004769
50004856,50005367
50004857,50005593
50004858,50007595
50004859,50004709
50004860,50005035
50004861,50003624
50004862,50004418
50004863,50005298
50004864,50005950
50004865,50004807
50004866,50005138
50004867,50005152
50004868,50000699
50004869,50002537
50004870,50002851
50004871,50003755
50004872,50003839
50004873,50004955
50004874,50005137
50004875,50004465
50004876,50004953
50004877,50001025
50004878,50005681
50004879,50004842
50004880,50005044
50004881,50005106
50004882,50004123
50004883,50005533
50004884,50004159
50004885,50004837
50004886,50001406
50004887,50003183
50004888,50006597
50004889,50006711
50004890,50004848
50004891,50006280
50004892,50006289
50004893,50002892
50004894,50003796
50004895,50004932
50004896,50003666
50004897,50004198
50004898,50004515
50004899,50005292
50004900,50004531
50004901,50004795
50004902,50005278
50004903,50005474
50004904,50006505
50004905,50010098
50004906,50004368
50004907,50005449
50004908,50009973
50004909,50004703
50004910,50004635
50004911,50004969
50004912,50005038
50004913,50006409
50004916,50004471
50004917,50006295
50004918,50007088
50004922,50004631
50004923,50004640
50004924,50006382
50004925,50003079
50004926,50002473
50004927,50003550
50004928,50005647
50004929,50002893
50004930,50003797
50004931,50004484
50004932,50004895
50004933,50004289
50004934,50004336
50004935,50005353
50004936,50005701
50004937,50002530
50004938,50005569
50004939,50004144
50004940,50004778
50004941,50004840
50004942,50004490
50004943,50005048
50004944,50006654
50004945,50004611
50004946,50004677
50004947,50005375
50004948,50006078
50004949,50003493
50004950,50003184
50004951,50006712
50004952,50010647
50004953,50004876
50004954,50005204
50004955,50004873
50004960,50004292
50004961,50004988
50004966,50003311
50004967,50006765
50004968,50012885
50004969,50004911
50004970,50005028
50004971,50003852
50004972,50004598
50004973,50005354
50004976,50004619
50004977,50005607
50004978,50005868
50004979,50008071
50004980,50004656
50004981,50005304
50004982,50005601
50004983,50004824
50004984,50005798
50004985,50004369
50004986,50005080
50004987,50005586
50004988,50004961
50004989,50005075
50004990,50003305
50004991,50005170
50004992,50005255
50004993,50005476
50004994,50003308
50004995,50004395
50004996,50002852
50004997,50005530
50004998,50004162
50004999,50004712
50005000,50005250
50005001,50005541
50005002,50004680
50005003,50005041
50005004,50005496
50005005,50002587
50005006,50005385
50005007,50005558
50005008,50004474
50005009,50005616
50005010,50006948
50005011,50000554
50005012,50001003
50005013,50003244
50005014,50003628
50005015,50005735
50005016,50006261
50005017,50007542
50005018,50007563
50005019,50008040
50005020,50012783
50005021,50002746
50005022,50005641
50005023,50000167
50005024,50006082
50005025,50012452
50005026,50004235
50005027,50004822
50005028,50004970
50005029,50005039
50005030,50003572
50005031,50004448
50005032,50005071
50005033,50005639
50005034,50006053
50005035,50004860
50005036,50005497
50005037,50005520
50005038,50004912
50005039,50005029
50005040,50005390
50005041,50005003
50005042,50006030
50005043,50006562
50005044,50004880
50005045,50005098
50005046,50005107
50005047,50005167
50005048,50004943
50005049,50006655
50005050,50007896
50005051,50003910
50005052,50004810
50005053,50002595
50005054,50003912
50005055,50005121
50005056,50004729
50005057,50005215
50005058,50000136
50005059,50002606
50005060,50005265
50005061,50005687
50005063,50004721
50005064,50006348
50005065,50010253
50005067,50003332
50005070,50003883
50005071,50005032
50005072,50003408
50005073,50004641
50005074,50005095
50005075,50004989
50005076,50005099
50005077,50003860
50005078,50004674
50005079,50007085
50005080,50004986
50005081,50005115
50005082,50005587
50005083,50000831
50005084,50003483
50005085,50005293
50005086,50005398
50005087,50004595
50005088,50007237
50005089,50004206
50005090,50004432
50005091,50000693
50005092,50005676
50005093,50006020
50005094,50007434
50005095,50005074
50005096,50005317
50005097,50000205
50005098,50005045
50005099,50005076
50005100,50005191
50005101,50005862
50005102,50004029
50005103,50005164
50005104,50005179
50005105,50005417
50005106,50004881
50005107,50005046
50005109,50004800
50005110,50005373
50005111,50003907
50005112,50006023
50005113,50007508
50005114,50007533
50005115,50005081
50005116,50008214
50005117,50000021
50005118,50003933
50005119,50003981
50005120,50002067
50005121,50005055
50005122,50005281
50005123,50005432
50005124,50003926
50005125,50005209
50005126,50006684
50005127,50004579
50005128,50006800
50005129,50007658
50005131,50004790
50005132,50003221
50005133,50000575
50005134,50002014
50005135,50005740
50005136,50003756
50005137,50004874
50005138,50004866
50005139,50005153
50005140,50005883
50005141,50003486
50005142,50005502
50005143,50004441
50005144,50005603
50005145,50002505
50005146,50006166
50005147,50010841
50005148,50011395
50005149,50004252
50005150,50006738
50005151,50004808
50005152,50004867
50005153,50005139
50005154,50005672
50005155,50004791
50005156,50003365
50005157,50005444
50005158,50006932
50005159,50003135
50005160,50003861
50005161,50004675
50005162,50006952
50005163,50007903
50005164,50005103
50005165,50005180
50005166,50005418
50005167,50005047
50005168,50005571
50005169,50004726
50005170,50004991
50005171,50005256
50005172,50005380
50005173,50005477
50005174,50004811
50005175,50005812
50005176,50004042
50005177,50005349
50005178,50005464
50005179,50005104
50005180,50005165
50005181,50005319
50005182,50003361
50005183,50005514
50005184,50012553
50005185,50004500
50005186,50006141
50005187,50006446
50005188,50006583
50005191,50005100
50005192,50005235
50005193,50004437
50005194,50005230
50005195,50008743
50005199,50004298
50005200,50005223
50005201,50005233
50005202,50000980
50005203,50005244
50005204,50004954
50005209,50005125
50005210,50008616
50005211,50000937
50005212,50001532
50005213,50005756
50005214,50006797
50005215,50005057
50005216,50005526
50005217,50004686
50005218,50006780
50005219,50006996
50005220,50009132
50005221,50009894
50005222,50010575
50005223,50005200
50005224,50005288
50005225,50005379
50005226,50004485
50005227,50005547
50005228,50004424
50005229,50006207
50005230,50005194
50005231,50005895
50005232,50006118
50005233,50005201
50005234,50005439
50005235,50005192
50005236,50005271
50005237,50005306
50005238,50005793
50005239,50001450
50005240,50006859
50005241,50006902
50005242,50007756
50005243,50009245
50005244,50005203
50005245,50005254
50005246,50004443
50005247,50007448
50005248,50002805
50005249,50005443
50005250,50005000
50005251,50005360
50005252,50002117
50005253,50002607
50005254,50005245
50005255,50004992
50005256,50005171
50005257,50005459
50005258,50006070
50005259,50003593
50005260,50005325
50005261,50005716
50005262,50006001
50005263,50002118
50005264,50003036
50005265,50005060
50005268,50000581
50005269,50005414
50005270,50008638
50005271,50005236
50005272,50005307
50005273,50006236
50005274,50004658
50005275,50008326
50005276,50009081
50005277,50004796
50005278,50004902
50005279,50006506
50005280,50006652
50005281,50005122
50005284,50004716
50005285,50005343
50005286,50005947
50005287,50006985
50005288,50005224
50005289,50004300
50005290,50005345
50005291,50005797
50005292,50004899
50005293,50005085
50005294,50005313
50005295,50005517
50005296,50006679
50005297,50004802
50005298,50004863
50005299,50005880
50005300,50006176
50005301,50006676
50005302,50004218
50005303,50004747
50005304,50004981
50005305,50005704
50005306,50005237
50005307,50005272
50005308,50005327
50005309,50004102
50005310,50004311
50005311,50004731
50005312,50010892
50005313,50005294
50005314,50005462
50005315,50005582
50005316,50005813
50005317,50005096
50005318,50005504
50005319,50005181
50005320,50005363
50005321,50004642
50005322,50005523
50005323,50006453
50005324,50006637
50005325,50005260
50005326,50006002
50005327,50005308
50005328,50005712
50005329,50003153
50005330,50005525
50005331,50010157
50005332,50011866
50005333,50003987
50005334,50005419
50005335,50005536
50005336,50008141
50005337,50004468
50005338,50005511
50005339,50009114
50005340,50002874
50005341,50006072
50005342,50006824
50005343,50005285
50005344,50007159
50005345,50005290
50005346,50005422
50005347,50005743
50005348,50004043
50005349,50005177
50005350,50006228
50005351,50006307
50005352,50004820
50005353,50004935
50005354,50004973
50005355,50005642
50005357,50004506
50005358,50005685
50005360,50005251
50005361,50000907
50005362,50002422
50005363,50005320
50005364,50005621
50005365,50004689
50005366,50002329
50005367,50004856
50005368,50005483
50005369,50005564
50005370,50004323
50005371,50004754
50005372,50005485
50005373,50005110
50005374,50004612
50005375,50004947
50005376,50005817
50005377,50004539
50005378,50004568
50005379,50005225
50005380,50005172
50005381,50001760
50005382,50007465
50005383,50007831
50005385,50005006
50005386,50003983
50005387,50007074
50005388,50011182
50005389,50011769
50005390,50005040
50005391,50005911
50005392,50004444
50005393,50006337
50005394,50006539
50005395,50007243
50005398,50005086
50005399,50005788
50005400,50003941
50005401,50005807
50005402,50003681
50005403,50005871
50005404,50004207
50005405,50004723
50005406,50002987
50005410,50003191
50005411,50005674
50005412,50005829
50005413,50002429
50005414,50005269
50005415,50005749
50005416,50004126
50005417,50005105
50005418,50005166
50005419,50005334
50005420,50006589
50005421,50008142
50005422,50005346
50005423,50003588
50005424,50005480
50005425,50005745
50005429,50002222
50005430,50004391
50005431,50007906
50005432,50005123
50005433,50008825
50005434,50004678
50005435,50007167
50005436,50008094
50005437,50002600
50005438,50005513
50005439,50005234
50005440,50004017
50005441,50000800
50005442,50002806
50005443,50005249
50005444,50005157
50005445,50005801
50005446,50003006
50005447,50007078
50005448,50007691
50005449,50004907
50005450,50005550
50005451,50006491
50005452,50009443
50005453,50011044
50005454,50003808
50005455,50006862
50005456,50004000
50005457,50006367
50005458,50006722
50005459,50005257
50005460,50006500
50005461,50006813
50005462,50005314
50005463,50005814
50005464,50005178
50005465,50005777
50005466,50007487
50005467,50003309
50005468,50003963
50005469,50004650
50005470,50007004
50005471,50004513
50005472,50008022
50005473,50009300
50005474,50004903
50005475,50004230
50005476,50004993
50005477,50005173
50005478,50006741
50005479,50003589
50005480,50005424
50005481,50005746
50005482,50006124
50005483,50005368
50005484,50005565
50005485,50005372
50005486,50006050
50005487,50004283
50005488,50005599
50005489,50007652
50005490,50010226
50005491,50003446
50005492,50006427
50005493,50003064
50005494,50006199
50005495,50007788
50005496,50005004
50005497,50005036
50005498,50005988
50005499,50002981
50005500,50006955
50005501,50004340
50005502,50005142
50005503,50006437
50005504,50005318
50005505,50006327
50005506,50006466
50005510,50004469
50005511,50005338
50005512,50005566
50005513,50005438
50005514,50005183
50005515,50005555
50005516,50005781
50005517,50005295
50005518,50005583
50005519,50007719
50005520,50005037
50005521,50005690
50005522,50005910
50005523,50005322
50005524,50006354
50005525,50005330
50005526,50005216
50005527,50005670
50005528,50002538
50005529,50002853
50005530,50004997
50005531,50003044
50005532,50005751
50005533,50004883
50005534,50005561
50005535,50005573
50005536,50005335
50005537,50008143
50005538,50008889
50005541,50005001
50005542,50005959
50005543,50004654
50005544,50006414
50005545,50000278
50005546,50004486
50005547,50005227
50005548,50007746
50005549,50004208
50005550,50005450
50005551,50005597
50005552,50005720
50005553,50005941
50005554,50009444
50005555,50005515
50005556,50012870
50005557,50002588
50005558,50005007
50005559,50005644
50005560,50005905
50005561,50005534
50005562,50005847
50005563,50006488
50005564,50005369
50005565,50005484
50005566,50005512
50005567,50005736
50005568,50006477
50005569,50004938
50005570,50010615
50005571,50005168
50005572,50005590
50005573,50005535
50005574,50008788
50005575,50004662
50005576,50005731
50005577,50005759
50005578,50004825
50005579,50005707
50005580,50005836
50005581,50006101
50005582,50005315
50005583,50005518
50005584,50005987
50005585,50009367
50005586,50004987
50005587,50005082
50005588,50007211
50005589,50008215
50005590,50005572
50005591,50005728
50005592,50004770
50005593,50004857
50005594,50006184
50005595,50007596
50005596,50009115
50005597,50005551
50005598,50006102
50005599,50005488
50005600,50005668
50005601,50004982
50005602,50003121
50005603,50005144
50005604,50005771
50005605,50006963
50005606,50004620
50005607,50004977
50005608,50005869
50005609,50005874
50005610,50007360
50005611,50002135
50005612,50008554
50005613,50009024
50005614,50002442
50005615,50005888
50005616,50005009
50005617,50006949
50005618,50008050
50005619,50004600
50005620,50005984
50005621,50005364
50005622,50005767
50005623,50004738
50005624,50005945
50005625,50003418
50005626,50004027
50005627,50004593
50005628,50005691
50005629,50005989
50005630,50001659
50005631,50006595
50005632,50007232
50005633,50004429
50005634,50005842
50005635,50006197
50005636,50003573
50005637,50003884
50005638,50004007
50005639,50005033
50005640,50005832
50005641,50005022
50005642,50005355
50005643,50004192
50005644,50005559
50005645,50005906
50005646,50003551
50005647,50004928
50005648,50005966
50005649,50003228
50005650,50004449
50005651,50005851
50005652,50006416
50005653,50002650
50005654,50007516
50005655,50001211
50005656,50002430
50005657,50004224
50005658,50004256
50005659,50008057
50005660,50004420
50005661,50007378
50005662,50009030
50005663,50004718
50005664,50005951
50005665,50006573
50005668,50005600
50005669,50005808
50005670,50005527
50005671,50005881
50005672,50005154
50005673,50005916
50005674,50005411
50005675,50007308
50005676,50005092
50005677,50006021
50005678,50007435
50005679,50008796
50005680,50009395
50005681,50004878
50005682,50007497
50005683,50008972
50005684,50004507
50005685,50005358
50005686,50005820
50005687,50005061
50005688,50004606
50005689,50007564
50005690,50005521
50005691,50005628
50005692,50009915
50005693,50004773
50005694,50006203
50005695,50004451
50005696,50005741
50005697,50005860
50005698,50006209
50005699,50004766
50005700,50007060
50005701,50004936
50005702,50006682
50005703,50007233
50005704,50005305
50005705,50005748
50005706,50005811
50005707,50005579
50005708,50005784
50005709,50008907
50005710,50002899
50005711,50013412
50005712,50005328
50005713,50005803
50005714,50006227
50005715,50006451
50005716,50005261
50005717,50008493
50005718,50002927
50005719,50004461
50005720,50005552
50005721,50006310
50005722,50003526
50005723,50006042
50005724,50007859
50005725,50009541
50005726,50000292
50005727,50012305
50005728,50005591
50005729,50005900
50005730,50004663
50005731,50005576
50005732,50007206
50005735,50005015
50005736,50005567
50005737,50006262
50005738,50006549
50005739,50002790
50005740,50005135
50005741,50005696
50005742,50005861
50005743,50005347
50005744,50003590
50005745,50005425
50005746,50005481
50005747,50006125
50005748,50005705
50005749,50005415
50005750,50006778
50005751,50005532
50005752,50006390
50005753,50008594
50005754,50009480
50005755,50000938
50005756,50005213
50005757,50006798
50005758,50004664
50005759,50005577
50005760,50010041
50005761,50004425
50005762,50006761
50005763,50007045
50005764,50003706
50005765,50006326
50005766,50007696
50005767,50005622
50005768,50005896
50005769,50003412
50005770,50004521
50005771,50005604
50005772,50005810
50005773,50006381
50005777,50005465
50005778,50006759
50005779,50006792
50005780,50004081
50005781,50005516
50005782,50005967
50005783,50006496
50005784,50005708
50005785,50005799
50005786,50006156
50005787,50006285
50005788,50005399
50005789,50003993
50005790,50006638
50005791,50004343
50005792,50006214
50005793,50005238
50005794,50005822
50005795,50006116
50005796,50007025
50005797,50005291
50005798,50004984
50005799,50005785
50005800,50007134
50005801,50005445
50005802,50007624
50005803,50005713
50005804,50006154
50005805,50006246
50005806,50006774
50005807,50005401
50005808,50005669
50005809,50006015
50005810,50005772
50005811,50005706
50005812,50005175
50005813,50005316
50005814,50005463
50005815,50006089
50005817,50005376
50005818,50006168
50005819,50008976
50005820,50005686
50005821,50006421
50005822,50005794
50005823,50006498
50005824,50006852
50005825,50006943
50005827,50005976
50005828,50006361
50005829,50005412
50005830,50006994
50005831,50004008
50005832,50005640
50005833,50006109
50005834,50006162
50005835,50007260
50005836,50005580
50005837,50005848
50005838,50001945
50005839,50004421
50005840,50007317
50005841,50007830
50005842,50005634
50005843,50006011
50005844,50006138
50005845,50006198
50005846,50006220
50005847,50005562
50005848,50005837
50005849,50003746
50005850,50003229
50005851,50005651
50005852,50006039
50005853,50006417
50005854,50006639
50005855,50006866
50005856,50004124
50005857,50006330
50005858,50009010
50005859,50009425
50005860,50005697
50005861,50005742
50005862,50005101
50005863,50005936
50005864,50006010
50005866,50004286
50005867,50004621
50005868,50004978
50005869,50005608
50005870,50004422
50005871,50005403
50005872,50005990
50005873,50006581
50005874,50005609
50005875,50005877
50005877,50005875
50005878,50006188
50005879,50003625
50005880,50005299
50005881,50005671
50005882,50005919
50005883,50005140
50005884,50005972
50005885,50006065
50005886,50006608
50005887,50004504
50005888,50005615
50005889,50006698
50005890,50009258
50005891,50010094
50005892,50004508
50005893,50006115
50005894,50003644
50005895,50005231
50005896,50005768
50005897,50006829
50005898,50007021
50005899,50007340
50005900,50005729
50005901,50005908
50005902,50004756
50005903,50007202
50005904,50008706
50005905,50005560
50005906,50005645
50005907,50005940
50005908,50005901
50005909,50006135
50005910,50005522
50005911,50005391
50005912,50006144
50005913,50006247
50005914,50007819
50005915,50002895
50005916,50005673
50005917,50007864
50005918,50009651
50005919,50005882
50005920,50005923
50005921,50004121
50005922,50006508
50005923,50005920
50005924,50005993
50005925,50006007
50005926,50004690
50005927,50006178
50005928,50006442
50005929,50006615
50005930,50006733
50005931,50002136
50005932,50009025
50005933,50003712
50005934,50008375
50005935,50008898
50005936,50005863
50005937,50006057
50005938,50007493
50005939,50001362
50005940,50005907
50005941,50005553
50005942,50006113
50005943,50006158
50005944,50004739
50005945,50005624
50005946,50005979
50005947,50005286
50005948,50006087
50005949,50006986
50005950,50004864
50005951,50005664
50005952,50009971
50005953,50012245
50005954,50002416
50005955,50003194
50005956,50003653
50005957,50004164
50005958,50004805
50005959,50005542
50005960,50006017
50005961,50006832
50005962,50004201
50005963,50007453
50005964,50008082
50005965,50009901
50005966,50005648
50005967,50005782
50005968,50005999
50005969,50006497
50005970,50004623
50005971,50006034
50005972,50005884
50005973,50006536
50005974,50006609
50005975,50006803
50005976,50005827
50005977,50006362
50005978,50006375
50005979,50005946
50005980,50006142
50005981,50006447
50005982,50004452
50005983,50006122
50005984,50005620
50005985,50007054
50005986,50007335
50005987,50005584
50005988,50005498
50005989,50005629
50005990,50005872
50005991,50006061
50005992,50006582
50005993,50005924
50005994,50006111
50005995,50006253
50005996,50002486
50005997,50002634
50005998,50008009
50005999,50005968
50006000,50006232
50006001,50005262
50006002,50005326
50006003,50006076
50006004,50004185
50006005,50004326
50006006,50006242
50006007,50005925
50006008,50006074
50006009,50006254
50006010,50005864
50006011,50005843
50006012,50006221
50006013,50004660
50006014,50006127
50006015,50005809
50006016,50006107
50006017,50005960
50006018,50006786
50006019,50006833
50006020,50005093
50006021,50005677
50006022,50009396
50006023,50005112
50006024,50007509
50006025,50007534
50006026,50007740
50006028,50006130
50006029,50006139
50006030,50005042
50006031,50001744
50006032,50007274
50006033,50009959
50006034,50005971
50006035,50006215
50006036,50004751
50006037,50004815
50006038,50003230
50006039,50005852
50006040,50006094
