regionID,constellationID,constellationName,x,y,z,xMin,xMax,yMin,yMax,zMin,zMax,factionID,radius
10000022,20000273,H26A-B,-124589449060084000.0000000000,46541905453963104.0000000000,-254043792338772000.0000000000,-134342532895016992.0000000000,-114836365225151008.0000000000,37614115339983000.0000000000,55469695567943104.0000000000,244433912851767008.0000000000,263653671825776000.0000000000,500019,9.75308e+15
10000022,20000274,Y-2D6Q,-121723544963876992.0000000000,29213738145403300.0000000000,-298433859065518016.0000000000,-129352293030148992.0000000000,-114094796897604992.0000000000,22541853259248600.0000000000,35885623031557900.0000000000,292720207526252992.0000000000,304147510604782976.0000000000,500019,7.62875e+15
10000022,20000275,U7L-MQ,-127769806082986000.0000000000,16401533988548500.0000000000,-325318168112081984.0000000000,-136899884241243008.0000000000,-118639727924728000.0000000000,680303831911651.0000000000,32122764145185300.0000000000,308290935351910016.0000000000,342345400872252992.0000000000,500019,1.70272e+16
10000022,20000276,XJ-0RG,-154675865593772000.0000000000,22456167259831700.0000000000,-332398836121651968.0000000000,-169114230354358016.0000000000,-140237500833187008.0000000000,9333128251529070.0000000000,35579206268134300.0000000000,323759844667734976.0000000000,341037827575569024.0000000000,500019,1.44384e+16
10000022,20000277,H-QXM7,-130141945589466000.0000000000,47106096869640304.0000000000,-341796522600748992.0000000000,-135378698068747008.0000000000,-124905193110186000.0000000000,39033141010520496.0000000000,55179052728760000.0000000000,324350509726577024.0000000000,359242535474921024.0000000000,500019,1.7446e+16
10000022,20000278,T-L301,-146073231586924992.0000000000,57602960218799504.0000000000,-356423869576166976.0000000000,-150851815491875008.0000000000,-141294647681975008.0000000000,49059916199335296.0000000000,66146004238263696.0000000000,344726041193518016.0000000000,368121697958816000.0000000000,500019,1.16978e+16
10000022,20000279,QO-17V,-142521737272684992.0000000000,41946125979211600.0000000000,-363875704306108032.0000000000,-150622253010928992.0000000000,-134421221534440992.0000000000,36634280294493504.0000000000,47257971663929600.0000000000,358107023688790016.0000000000,369644384923425984.0000000000,500019,8.10052e+15
10000022,20000280,VH1-NS,-176473766311769984.0000000000,47615834011912600.0000000000,-315567927690467968.0000000000,-185254685704107008.0000000000,-167692846919432000.0000000000,39014100654334800.0000000000,56217567369490496.0000000000,312597122574296000.0000000000,318538732806641024.0000000000,500019,8.78092e+15
10000022,20000281,Q4IG-S,-181260803212758016.0000000000,68536689647171904.0000000000,-315579728044049024.0000000000,-187498459585756000.0000000000,-175023146839760992.0000000000,59131125434135904.0000000000,77942253860207808.0000000000,303793676574321984.0000000000,327365779513777024.0000000000,500019,1.17861e+16
10000022,20000282,JG-ZLG,-164555380207491008.0000000000,34812986956966600.0000000000,-364404130592435008.0000000000,-168893437213271008.0000000000,-160217323201710016.0000000000,25449139059268400.0000000000,44176834854664896.0000000000,358760162934204992.0000000000,370048098250665984.0000000000,500019,9.36385e+15
10000022,20000283,V-H3V0,-201067151562011008.0000000000,39312093073856200.0000000000,-299621751473348992.0000000000,-215997165824132992.0000000000,-186137137299888992.0000000000,23026076955216300.0000000000,55598109192496096.0000000000,287619394526672992.0000000000,311624108420025024.0000000000,500019,1.6286e+16
10000022,20000284,W-ULNA,-184883879469871008.0000000000,80585676531118800.0000000000,-294825761311460992.0000000000,-194105347831841984.0000000000,-175662411107900992.0000000000,74242977194827008.0000000000,86928375867410496.0000000000,281419647891583008.0000000000,308231874731339008.0000000000,500019,1.34061e+16
10000022,20000285,SB3-IH,-182881571417729984.0000000000,31038803440955200.0000000000,-336570864220537024.0000000000,-188077589136729984.0000000000,-177685553698731008.0000000000,25073355173222000.0000000000,37004251708688304.0000000000,330613054251862016.0000000000,342528674189211008.0000000000,500019,5.96545e+15
10000022,20000286,Z01V-Z,-187707187528166016.0000000000,53440609777722496.0000000000,-342921043286649984.0000000000,-198613641852438016.0000000000,-176800733203894016.0000000000,34431481856440300.0000000000,72449737699004704.0000000000,330901147659793984.0000000000,354940938913505984.0000000000,500019,1.90091e+16
10000022,20000287,WF-OP4,-203272625793977984.0000000000,100980846962736000.0000000000,-273650380719795008.0000000000,-215629912938172000.0000000000,-190915338649783008.0000000000,92239020838302704.0000000000,109722673087170000.0000000000,268757633547959008.0000000000,278543127891632000.0000000000,500019,1.23573e+16
10000022,20000288,R-IZDC,-220896070661676992.0000000000,79371272630738304.0000000000,-277692487222721984.0000000000,-225560969493520992.0000000000,-216231171829833984.0000000000,71732240342364800.0000000000,87010304919111904.0000000000,264374582178184000.0000000000,291010392267260992.0000000000,500019,1.33179e+16
10000023,20000289,MDM8-J,-202449698298648992.0000000000,101199870894943008.0000000000,238553930773527008.0000000000,-218711320615928992.0000000000,-186188075981368992.0000000000,95414252026948608.0000000000,106985489762936992.0000000000,-246299207326996000.0000000000,-230808654220056992.0000000000,None,1.62616e+16
10000023,20000290,U8-CWA,-231343135177883008.0000000000,121431226976368992.0000000000,235817661354788000.0000000000,-247646124942620992.0000000000,-215040145413144992.0000000000,109429056989046000.0000000000,133433396963691008.0000000000,-243572781345020000.0000000000,-228062541364556992.0000000000,None,1.6303e+16
10000023,20000291,38G6-L,-242627774635217984.0000000000,90669868357214704.0000000000,235402618510257984.0000000000,-253316238769849984.0000000000,-231939310500585984.0000000000,79771003613811808.0000000000,101568733100618000.0000000000,-245911855585428992.0000000000,-224893381435087008.0000000000,500016,1.08989e+16
10000023,20000292,YS-GOP,-248711195095868992.0000000000,86284953106576496.0000000000,204957641183460992.0000000000,-263433879213176000.0000000000,-233988510978560992.0000000000,75447404886059200.0000000000,97122501327093792.0000000000,-215137005419000000.0000000000,-194778276947920992.0000000000,None,1.47227e+16
10000023,20000293,WMP-OF,-265046201778828000.0000000000,105796642500356000.0000000000,235846110211297984.0000000000,-278303707260179008.0000000000,-251788696297476992.0000000000,98040717857055696.0000000000,113552567143656000.0000000000,-240977145063012000.0000000000,-230715075359584000.0000000000,None,1.32575e+16
10000023,20000294,LY-FY6,-257022079349368992.0000000000,108211621955990000.0000000000,214912305801764000.0000000000,-264756931276697984.0000000000,-249287227422039008.0000000000,103770037890518000.0000000000,112653206021462000.0000000000,-221933788125936000.0000000000,-207890823477592000.0000000000,None,7.73485e+15
10000023,20000295,U-7RBK,-219148551655972992.0000000000,93206530002136608.0000000000,219936534215108992.0000000000,-226411801439880992.0000000000,-211885301872064000.0000000000,80320166962427808.0000000000,106092893041846000.0000000000,-229136299932683008.0000000000,-210736768497536000.0000000000,500018,1.28864e+16
10000023,20000296,G8-D09,-236501743423217984.0000000000,92915913846967504.0000000000,229776233672208000.0000000000,-242384550523523008.0000000000,-230618936322912992.0000000000,87685130564219808.0000000000,98146697129715200.0000000000,-237206314259180992.0000000000,-222346153085235008.0000000000,None,7.43008e+15
10000023,20000297,304Z-R,-277126835381920000.0000000000,65734841191885400.0000000000,218485024566775008.0000000000,-286544238161104992.0000000000,-267709432602735008.0000000000,46265998599315504.0000000000,85203683784455296.0000000000,-230724153686236000.0000000000,-206245895447313984.0000000000,None,1.94688e+16
10000023,20000298,K-QUVW,-269736430171760992.0000000000,86558157660259904.0000000000,211400119022873984.0000000000,-279658952805782016.0000000000,-259813907537739008.0000000000,79600244994514800.0000000000,93516070326004896.0000000000,-215823014976604992.0000000000,-206977223069143008.0000000000,None,9.92252e+15
10000023,20000299,LN-L8L,-301103946453544000.0000000000,61458294621455600.0000000000,223753477620611008.0000000000,-308516113162771968.0000000000,-293691779744316032.0000000000,52526562009126600.0000000000,70390027233784600.0000000000,-227540927500188992.0000000000,-219966027741032992.0000000000,None,8.93173e+15
10000023,20000300,S4GH-I,-287881091635182016.0000000000,58860860730608096.0000000000,201897134255936992.0000000000,-294963304579952000.0000000000,-280798878690412000.0000000000,51354282919720800.0000000000,66367438541495400.0000000000,-206858822269006016.0000000000,-196935446242867008.0000000000,None,7.50658e+15
10000023,20000301,0A-73B,-319394067132734976.0000000000,36527305406486200.0000000000,224160288174196992.0000000000,-330175764355451008.0000000000,-308612369910019968.0000000000,25802595799981500.0000000000,47252015012990800.0000000000,-230483335257342016.0000000000,-217837241091052000.0000000000,None,1.07817e+16
10000042,20000302,Barvigrard,-124264869458734000.0000000000,28948982058508400.0000000000,57390335176842896.0000000000,-133252103753500000.0000000000,-115277635163967008.0000000000,14603294256387900.0000000000,43294669860628800.0000000000,-65238443641924600.0000000000,-49542226711761200.0000000000,500002,1.43457e+16
10000042,20000303,Tiat,-132920656552566000.0000000000,29967198077529600.0000000000,43691431012023296.0000000000,-136570989859788992.0000000000,-129270323245344000.0000000000,23807510422452100.0000000000,36126885732607104.0000000000,-52133437861503600.0000000000,-35249424162542900.0000000000,500002,8.44201e+15
10000042,20000304,Aldodan,-107477458276632992.0000000000,-6953093208971080.0000000000,40366814855894496.0000000000,-118634622285770000.0000000000,-96320294267497408.0000000000,-14079969712765300.0000000000,173783294823165.0000000000,-51984016993350096.0000000000,-28749612718439000.0000000000,500002,1.16172e+16
10000042,20000305,Ani,-131138457456691008.0000000000,50316946491283904.0000000000,53833755454735104.0000000000,-138043150126235008.0000000000,-124233764787147008.0000000000,41287415259813504.0000000000,59346477722754200.0000000000,-58178588099500600.0000000000,-49488922809969600.0000000000,500002,9.02953e+15
10000042,20000306,Fribrodi,-137997971841352992.0000000000,2446066402287080.0000000000,44119683042885000.0000000000,-145792318441953984.0000000000,-130203625240752992.0000000000,-7661567095086920.0000000000,12553699899661100.0000000000,-48091073869736704.0000000000,-40148292216033200.0000000000,500002,1.01076e+16
10000042,20000307,Eugidi,-136906049263514000.0000000000,33443450510316400.0000000000,27558973454974300.0000000000,-144326485048203008.0000000000,-129485613478826000.0000000000,28517367248859600.0000000000,38369533771773200.0000000000,-34429457790802600.0000000000,-20688489119146000.0000000000,500002,7.42044e+15
10000042,20000308,Essin,-132484006702055008.0000000000,17807618774450600.0000000000,21128897389502900.0000000000,-134671986395386000.0000000000,-130296027008724992.0000000000,12010988760260600.0000000000,23604248788640600.0000000000,-27659683841133900.0000000000,-14598110937871900.0000000000,500002,6.53079e+15
10000042,20000309,Angils,-132579557192476000.0000000000,7009467730444350.0000000000,29086042331473000.0000000000,-139339658751804000.0000000000,-125819455633148000.0000000000,-416693118486476.0000000000,14435628579375200.0000000000,-36835317321303200.0000000000,-21336767341642800.0000000000,500002,7.74927e+15
10000025,20000310,Q-IPAA,7415183583835910.0000000000,-21296784308903900.0000000000,-218319826979683008.0000000000,-3178965432794340.0000000000,18009332600466200.0000000000,-36936146877333800.0000000000,-5657421740473990.0000000000,213260616846092000.0000000000,223379037113273984.0000000000,None,1.56394e+16
10000025,20000311,K-ZKBM,4640909937925340.0000000000,-677725331112202.0000000000,-226595185107457984.0000000000,-3824328052173930.0000000000,13106147928024600.0000000000,-11107408650047100.0000000000,9751957987822700.0000000000,218202316355716000.0000000000,234988053859199008.0000000000,None,1.04297e+16
10000025,20000312,MY-QQI,-22895386897376800.0000000000,1593947894416180.0000000000,-204720037688867008.0000000000,-35130596666269800.0000000000,-10660177128483800.0000000000,-14560177181975300.0000000000,17748072970807700.0000000000,195474159369468992.0000000000,213965916008265984.0000000000,None,1.61541e+16
10000025,20000313,RTCU-5,-3514851215342740.0000000000,2972619111071160.0000000000,-201162488704518016.0000000000,-9333385956921900.0000000000,2303683526236420.0000000000,-8288312032390200.0000000000,14233550254532500.0000000000,195891011994140000.0000000000,206433965414895008.0000000000,None,1.12609e+16
10000025,20000314,C73-U5,-22574063612333600.0000000000,-14277064345259700.0000000000,-190663440836955008.0000000000,-28771245473041300.0000000000,-16376881751625900.0000000000,-21411965057437500.0000000000,-7142163633081790.0000000000,173757066057367008.0000000000,207569815616544000.0000000000,None,1.69064e+16
10000025,20000315,K-N3MD,24742313210962000.0000000000,-16177001741374400.0000000000,-220605630423609984.0000000000,18963829619279700.0000000000,30520796802644200.0000000000,-20247200409504300.0000000000,-12106803073244500.0000000000,212466182348199008.0000000000,228745078499020992.0000000000,None,8.13945e+15
10000025,20000316,4MY-AB,10996973893316300.0000000000,17494681505352500.0000000000,-217840161751996000.0000000000,2120209047766990.0000000000,19873738738865600.0000000000,8050497958569260.0000000000,26938865052135600.0000000000,210383699577494016.0000000000,225296623926497984.0000000000,None,9.44418e+15
10000025,20000317,Y46-EN,-8547993101932970.0000000000,-23530339396911300.0000000000,-165767307374257984.0000000000,-16794464541509900.0000000000,-301521662356072.0000000000,-29824440118191500.0000000000,-17236238675631000.0000000000,155167154610563008.0000000000,176367460137952992.0000000000,None,1.06002e+16
10000025,20000318,EL8Z-M,38867357996489200.0000000000,-16432379908846000.0000000000,-228389184556606016.0000000000,35497702415706500.0000000000,42237013577271800.0000000000,-19114456628688300.0000000000,-13750303189003700.0000000000,219409483654372000.0000000000,237368885458840992.0000000000,None,8.9797e+15
10000025,20000319,YENX-U,41365132824484000.0000000000,-2098750639150450.0000000000,-237974595231512000.0000000000,25259150654501800.0000000000,57471114994466096.0000000000,-8882653982354810.0000000000,4685152704053900.0000000000,227043399892556000.0000000000,248905790570468000.0000000000,None,1.6106e+16
10000025,20000320,WTE-CK,42882990951598200.0000000000,-15859875497728700.0000000000,-245446293398219008.0000000000,39175620152012896.0000000000,46590361751183504.0000000000,-29681212004775100.0000000000,-2038538990682290.0000000000,242523727007832000.0000000000,248368859788606016.0000000000,None,1.38213e+16
10000025,20000321,IJE6-J,66681215217108600.0000000000,-5884271961153160.0000000000,-245801054389059008.0000000000,54490061816630600.0000000000,78872368617586704.0000000000,-17813654851733200.0000000000,6045110929426850.0000000000,232774251697100992.0000000000,258827857081017984.0000000000,None,1.30268e+16
10000043,20000322,Throne Worlds,-215258326880236000.0000000000,36295414299807600.0000000000,-66569981807256600.0000000000,-225767946510462016.0000000000,-204748707250008992.0000000000,29487251886217400.0000000000,43103576713397696.0000000000,51319117855764400.0000000000,81820845758748800.0000000000,500003,1.52509e+16
10000043,20000323,Mobit,-235184054487804000.0000000000,36649970152503104.0000000000,-48958033823536704.0000000000,-247109547288479008.0000000000,-223258561687128992.0000000000,25744948520026700.0000000000,47554991784979504.0000000000,37980907964115904.0000000000,59935159682957504.0000000000,500003,1.19255e+16
10000043,20000324,Yestadan,-165810212398963008.0000000000,62546570511432400.0000000000,-112660215311964992.0000000000,-174556488485184000.0000000000,-157063936312743008.0000000000,58430608418048800.0000000000,66662532604816096.0000000000,104665461342214000.0000000000,120654969281716992.0000000000,500003,8.74628e+15
10000043,20000325,Mazake,-197486987686475008.0000000000,77703197995805104.0000000000,-101475257204268000.0000000000,-205943588644739008.0000000000,-189030386728212000.0000000000,68766970748792000.0000000000,86639425242818096.0000000000,93692479216845200.0000000000,109258035191691008.0000000000,500003,8.93623e+15
10000043,20000326,Kekah,-157797882965595008.0000000000,70534899483633504.0000000000,-99380080225837408.0000000000,-164523098443556992.0000000000,-151072667487632992.0000000000,64715100057172000.0000000000,76354698910094896.0000000000,96252537875792400.0000000000,102507622575882000.0000000000,500003,6.72522e+15
10000043,20000327,Sosarir,-175072474375732000.0000000000,63115719092983200.0000000000,-79042326073099392.0000000000,-186271796691336000.0000000000,-163873152060128000.0000000000,53317038028563104.0000000000,72914400157403200.0000000000,64661535853482496.0000000000,93423116292716304.0000000000,500003,1.43808e+16
10000043,20000328,Armi,-254049920576990016.0000000000,12999421783769300.0000000000,-66246113978999600.0000000000,-257148204819641984.0000000000,-250951636334336992.0000000000,4657382136468880.0000000000,21341461431069700.0000000000,60264789747031696.0000000000,72227438210967504.0000000000,500003,8.34204e+15
10000043,20000329,Mulata,-235944831494937984.0000000000,26304913496281600.0000000000,-70333595561912800.0000000000,-244747549170399008.0000000000,-227142113819478016.0000000000,10242258052169100.0000000000,42367568940394096.0000000000,60669750058295600.0000000000,79997441065530096.0000000000,500003,1.60627e+16
10000043,20000330,Nashar,-184105026734876992.0000000000,87215757368639296.0000000000,-104751745907123008.0000000000,-186527152213559008.0000000000,-181682901256193984.0000000000,76292223526588496.0000000000,98139291210690000.0000000000,98651945467691392.0000000000,110851546346554000.0000000000,500003,1.09235e+16
10000043,20000331,Kehina,-178313127966223008.0000000000,58511112066139904.0000000000,-100723234823400992.0000000000,-182721141055622016.0000000000,-173905114876824000.0000000000,47134872735151600.0000000000,69887351397128096.0000000000,89413894813718704.0000000000,112032574833084000.0000000000,500003,1.13762e+16
10000043,20000332,Avib,-186443806701776000.0000000000,61340586805720800.0000000000,-102216641610927008.0000000000,-191228445276680992.0000000000,-181659168126870016.0000000000,55148329241878800.0000000000,67532844369562800.0000000000,98396170606204192.0000000000,106037112615650000.0000000000,500003,6.19226e+15
10000043,20000333,Liela,-163165410430791008.0000000000,44324726962894800.0000000000,-113517694152968000.0000000000,-168297166251534016.0000000000,-158033654610047008.0000000000,39320291177421104.0000000000,49329162748368400.0000000000,98674942913778096.0000000000,128360445392156992.0000000000,500003,1.48428e+16
10000043,20000334,Norgoh,-193128405128799008.0000000000,49845172445073296.0000000000,-74268307080374704.0000000000,-198289764828091008.0000000000,-187967045429508000.0000000000,42003748664001800.0000000000,57686596226144896.0000000000,63909072062889200.0000000000,84627542097860192.0000000000,500003,1.03592e+16
10000027,20000335,4M6-GJ,138553257910687008.0000000000,67606250688603696.0000000000,34075783771346700.0000000000,128418314206483008.0000000000,148688201614891008.0000000000,52449034035907904.0000000000,82763467341299504.0000000000,-39568412268385504.0000000000,-28583155274307800.0000000000,None,1.51572e+16
10000027,20000336,D-GU3R,154853069525332000.0000000000,46845582560592600.0000000000,79958405732611296.0000000000,143871259205280000.0000000000,165834879845384992.0000000000,40823246767790600.0000000000,52867918353394496.0000000000,-89758473953822304.0000000000,-70158337511400304.0000000000,None,1.09818e+16
10000027,20000337,N-APJ8,126277510176726000.0000000000,48200459904169296.0000000000,19750658305932200.0000000000,117558686096655008.0000000000,134996334256796000.0000000000,44026203535675504.0000000000,52374716272663104.0000000000,-31864282457587800.0000000000,-7637034154276580.0000000000,None,1.21136e+16
10000027,20000338,PGPJ-8,169160953573359008.0000000000,78563570743692496.0000000000,34836269264013500.0000000000,152918878349796992.0000000000,185403028796920992.0000000000,69837310059384896.0000000000,87289831428000096.0000000000,-41286566492664096.0000000000,-28385972035362900.0000000000,None,1.62421e+16
10000027,20000339,8G-JN6,115789909534562000.0000000000,70854348542138304.0000000000,36711405336956000.0000000000,108577690392576992.0000000000,123002128676547008.0000000000,57394421155805104.0000000000,84314275928471600.0000000000,-44084475100044304.0000000000,-29338335573867800.0000000000,None,1.34599e+16
10000027,20000340,M9-AN3,131773292913975008.0000000000,55635765176159696.0000000000,49859951588209800.0000000000,123437417513824000.0000000000,140109168314126000.0000000000,48126688457363104.0000000000,63144841894956304.0000000000,-54190020917204800.0000000000,-45529882259214800.0000000000,None,8.33588e+15
10000027,20000341,6TT8-Z,129363471731244992.0000000000,83669487773050592.0000000000,24398083060452800.0000000000,122558224993116000.0000000000,136168718469374000.0000000000,69313690079691504.0000000000,98025285466409792.0000000000,-33992936684788900.0000000000,-14803229436116800.0000000000,None,1.43558e+16
10000027,20000342,RDD-E6,182894556220222016.0000000000,64815524478238896.0000000000,26666188273686800.0000000000,173497296437878016.0000000000,192291816002567008.0000000000,57871709163288896.0000000000,71759339793188896.0000000000,-29120803346886400.0000000000,-24211573200487200.0000000000,None,9.39726e+15
10000027,20000343,ICH-B6,161557141477657984.0000000000,44166735732024400.0000000000,49490057600762496.0000000000,155613772963896000.0000000000,167500509991419008.0000000000,39103313742031200.0000000000,49230157722017504.0000000000,-63715020993768800.0000000000,-35265094207756200.0000000000,None,1.4225e+16
10000027,20000344,SLYP-5,188808512133040000.0000000000,49041463587278304.0000000000,31604402485798600.0000000000,183554051767364992.0000000000,194062972498716000.0000000000,40313221459334600.0000000000,57769705715221904.0000000000,-38475879073987296.0000000000,-24732925897609900.0000000000,None,8.72824e+15
10000027,20000345,8AO-5V,97289740362062592.0000000000,56178970290884200.0000000000,51978961012971904.0000000000,89633488791995696.0000000000,104945991932130000.0000000000,45353669696153400.0000000000,67004270885615104.0000000000,-57941896851696000.0000000000,-46016025174247800.0000000000,None,1.08253e+16
10000027,20000346,J-78ZG,94960285175346704.0000000000,80309723872056000.0000000000,13191865672104100.0000000000,81188106997318096.0000000000,108732463353375008.0000000000,66223027926292496.0000000000,94396419817819600.0000000000,-28093168416110100.0000000000,1709437071901810.0000000000,None,1.49013e+16
10000027,20000347,H7Q-DG,163967724092369984.0000000000,29084806420449200.0000000000,19871477433653400.0000000000,160616769570060992.0000000000,167318678614680000.0000000000,19569592620907700.0000000000,38600020219990800.0000000000,-30691473387999400.0000000000,-9051481479307450.0000000000,None,1.082e+16
10000027,20000348,1VN-XC,67955570592463600.0000000000,56268513775656304.0000000000,-4222009126211450.0000000000,62494449553358096.0000000000,73416691631568992.0000000000,52664772413762200.0000000000,59872255137550304.0000000000,-3260936137162560.0000000000,11704954389585500.0000000000,None,7.48295e+15
10000027,20000349,PG-RWX,162616127533768000.0000000000,59803192769837296.0000000000,35864344684799300.0000000000,155077607292454016.0000000000,170154647775083008.0000000000,52690518402160304.0000000000,66915867137514304.0000000000,-38739426424664896.0000000000,-32989262944933600.0000000000,None,7.53852e+15
10000028,20000350,Fittakan,-57124632275023104.0000000000,19726220127020900.0000000000,6614261455013100.0000000000,-65102835219480800.0000000000,-49146429330565296.0000000000,14376240580168900.0000000000,25076199673873000.0000000000,-11403760307247300.0000000000,-1824762602778850.0000000000,500002,7.9782e+15
10000028,20000351,Tartatven,-48368751849162200.0000000000,17990371492580700.0000000000,-6743453975666090.0000000000,-52650527276445104.0000000000,-44086976421879200.0000000000,8604628753271400.0000000000,27376114231890000.0000000000,1937807056973840.0000000000,11549100894358300.0000000000,500002,9.38574e+15
10000028,20000352,Besateoden,-38674401255517200.0000000000,1165418882720680.0000000000,7297437656327950.0000000000,-44159220478956896.0000000000,-33189582032077600.0000000000,-12318285422234800.0000000000,14649123187676200.0000000000,-13765554273442900.0000000000,-829321039213014.0000000000,500002,1.34837e+16
10000028,20000353,Almur,-48304059576488896.0000000000,4913819382980700.0000000000,-183156755441142.0000000000,-52835956142539600.0000000000,-43772163010438200.0000000000,-1283849867638100.0000000000,11111488633599500.0000000000,-3805254324385220.0000000000,4171567835267510.0000000000,500002,6.19767e+15
10000028,20000354,Eoldulf,-14319594969553300.0000000000,-3718163041907470.0000000000,4605796254604630.0000000000,-22106407487896100.0000000000,-6532782451210520.0000000000,-8136592796488140.0000000000,700266712673207.0000000000,-12455882442149500.0000000000,3244289932940290.0000000000,500002,7.85009e+15
10000028,20000355,Elfrard,-17870341416294700.0000000000,-11025569331781400.0000000000,-18049644802829000.0000000000,-23559908997577000.0000000000,-12180773835012400.0000000000,-19085402799385100.0000000000,-2965735864177700.0000000000,9623391222479950.0000000000,26475898383178000.0000000000,500002,8.42625e+15
10000029,20000356,N-K4Q0,-30216693094609200.0000000000,78145270841042704.0000000000,137261979990136992.0000000000,-40488236553931504.0000000000,-19945149635287000.0000000000,69377928590979504.0000000000,86912613091106000.0000000000,-140514897413936992.0000000000,-134009062566338000.0000000000,500017,1.02715e+16
10000029,20000357,UBPU-9,-42214695718038400.0000000000,53887746016370096.0000000000,119762953808631008.0000000000,-54018691413304304.0000000000,-30410700022772400.0000000000,32512307338055900.0000000000,75263184694684400.0000000000,-131749618639476000.0000000000,-107776288977786000.0000000000,None,2.13754e+16
10000029,20000358,IPS-QB,-23643244393661100.0000000000,86296208153969904.0000000000,122818090251175008.0000000000,-28268893625125100.0000000000,-19017595162197100.0000000000,79028551729953504.0000000000,93563864577986208.0000000000,-128251240628014000.0000000000,-117384939874336000.0000000000,None,7.26766e+15
10000029,20000359,8K-CHA,-5169761772346600.0000000000,84123333308769904.0000000000,128732311009860000.0000000000,-12116407102002800.0000000000,1776883557309550.0000000000,77038620710282400.0000000000,91208045907257408.0000000000,-134750763316663008.0000000000,-122713858703058000.0000000000,None,7.08471e+15
10000029,20000360,ZYL-FT,-45137480054461200.0000000000,81187921493324704.0000000000,130605834098060000.0000000000,-46703461956475296.0000000000,-43571498152447200.0000000000,74947589532382400.0000000000,87428253454267008.0000000000,-138772447263291008.0000000000,-122439220932828000.0000000000,None,8.16661e+15
10000029,20000361,NK-AOZ,3595571373776670.0000000000,79386693368477200.0000000000,116826906029791008.0000000000,-2659055823602610.0000000000,9850198571155940.0000000000,74916359923407296.0000000000,83857026813547104.0000000000,-126464914351203008.0000000000,-107188897708378000.0000000000,None,9.63801e+15
10000029,20000362,V1G-63,13469626990730100.0000000000,84481943183283808.0000000000,120954248749468992.0000000000,6340139295123330.0000000000,20599114686336800.0000000000,78016237464627504.0000000000,90947648901940096.0000000000,-125800372019774000.0000000000,-116108125479163008.0000000000,None,7.12949e+15
10000029,20000363,F-ZNNG,-33861228301261400.0000000000,23541985779531900.0000000000,95542637017339296.0000000000,-43183590970093104.0000000000,-24538865632429700.0000000000,8788299517628600.0000000000,38295672041435200.0000000000,-105861586041296992.0000000000,-85223687993381408.0000000000,None,1.47537e+16
10000029,20000364,KR-XF4,6766942490310030.0000000000,96014382799206000.0000000000,93831078189904400.0000000000,-9259962967847280.0000000000,22793847948467300.0000000000,77983452244625296.0000000000,114045313353787008.0000000000,-108288743590522000.0000000000,-79373412789286496.0000000000,None,1.80309e+16
10000029,20000365,RJ-1R7,-39282066105635504.0000000000,56012466860468096.0000000000,107072987194612992.0000000000,-45727343218368096.0000000000,-32836788992902800.0000000000,50882700845392496.0000000000,61142232875543800.0000000000,-112485549486294000.0000000000,-101660424902932000.0000000000,None,6.44528e+15
10000029,20000366,74IL-O,-7854893875081140.0000000000,75708423408246304.0000000000,98363848379471808.0000000000,-12254995040000100.0000000000,-3454792710162220.0000000000,69841490892693104.0000000000,81575355923799392.0000000000,-105134238463724992.0000000000,-91593458295219008.0000000000,None,6.77039e+15
10000030,20000367,Ortner,-102443018585216000.0000000000,41967542491658096.0000000000,-3279331427389420.0000000000,-119198464346739008.0000000000,-85687572823692800.0000000000,35890999178293400.0000000000,48044085805022896.0000000000,-7477632828428710.0000000000,14036295683207500.0000000000,500002,1.67554e+16
10000030,20000368,Huvilma,-120644441659824992.0000000000,59131074017490304.0000000000,1341995667252950.0000000000,-125234161059748000.0000000000,-116054722259902000.0000000000,50921509000082200.0000000000,67340639034898496.0000000000,-7849554081947560.0000000000,5165562747441650.0000000000,500002,8.20956e+15
10000030,20000369,Osta,-80837697570635504.0000000000,22570363709092000.0000000000,4992598993045760.0000000000,-88283385669714400.0000000000,-73392009471556496.0000000000,10152173180544400.0000000000,34988554237639700.0000000000,-13056841542830500.0000000000,3071643556738950.0000000000,500002,1.24182e+16
10000030,20000370,Odengsolf,-98723770185660000.0000000000,45209023932724800.0000000000,20290238695583300.0000000000,-105003036781672992.0000000000,-92444503589646800.0000000000,39805997010544704.0000000000,50612050854904896.0000000000,-31360369122897300.0000000000,-9220108268269280.0000000000,500002,1.10701e+16
10000030,20000371,Wiedadur,-72539695124338496.0000000000,16479506049161400.0000000000,21984842791583600.0000000000,-77820790888255600.0000000000,-67258599360421504.0000000000,7348042895908150.0000000000,25610969202414700.0000000000,-29802812628742500.0000000000,-14166872954424700.0000000000,500002,9.13146e+15
10000030,20000372,Hed,-128269338426336992.0000000000,38212719069805000.0000000000,7556108809294750.0000000000,-132246410564180000.0000000000,-124292266288494000.0000000000,32231073945882700.0000000000,44194364193727200.0000000000,-9689656017298050.0000000000,-5422561601291450.0000000000,500002,5.98164e+15
10000030,20000373,Sveipar,-91821203639613904.0000000000,29264501472440000.0000000000,51576774226127800.0000000000,-98293741480892192.0000000000,-85348665798335600.0000000000,10306854956545900.0000000000,48222147988334000.0000000000,-64110148903271000.0000000000,-39043399548984704.0000000000,500002,1.89576e+16
