stationID,security,dockingCostPerVolume,maxShipVolumeDockable,officeRentalCost,operationID,stationTypeID,corporationID,solarSystemID,constellationID,regionID,stationName,x,y,z,reprocessingEfficiency,reprocessingStationsTake,reprocessingHangarFlag
60004207,0.8012256423,0E-10,50000000.0000000000,10000,14,1529,1000041,30001424,20000209,10000016,Haajinen XI - Moon 7 - Spacelane Patrol Assembly Plant,934532259840.0000000000,66914918400.0000000000,428842229760.0000000000,0.5000000000,0.0500000000,4
60004210,0.6760405466,0E-10,50000000.0000000000,10000,14,1529,1000041,30000158,20000022,10000002,Olo II - Moon 3 - Spacelane Patrol Assembly Plant,-485966929920.0000000000,72326799360.0000000000,237253877760.0000000000,0.5000000000,0.0500000000,4
60004213,0.5580525767,0E-10,50000000.0000000000,10000,15,1530,1000041,30000153,20000022,10000002,Poinen III - Moon 16 - Spacelane Patrol Logistic Support,17869578240.0000000000,-3232604160.0000000000,632882503680.0000000000,0.5000000000,0.0500000000,4
60004216,0.6006082952,0E-10,50000000.0000000000,10000,14,1529,1000041,30000154,20000022,10000002,Liekuri VI - Spacelane Patrol Assembly Plant,-727054540800.0000000000,-76023767040.0000000000,3781140480.0000000000,0.5000000000,0.0500000000,4
60004219,0.5776562929,0E-10,50000000.0000000000,10000,14,1529,1000041,30000156,20000022,10000002,Josameto IV - Spacelane Patrol Assembly Plant,172457287680.0000000000,-28383682560.0000000000,86027182080.0000000000,0.5000000000,0.0500000000,4
60004222,0.5580525767,0E-10,50000000.0000000000,10000,15,1530,1000041,30000153,20000022,10000002,Poinen I - Moon 2 - Spacelane Patrol Logistic Support,-144434012160.0000000000,26133012480.0000000000,-30844723200.0000000000,0.5000000000,0.0500000000,4
60004225,0.5776562929,0E-10,50000000.0000000000,10000,14,1529,1000041,30000156,20000022,10000002,Josameto VIII - Spacelane Patrol Assembly Plant,322040832000.0000000000,-53022351360.0000000000,947377889280.0000000000,0.5000000000,0.0500000000,4
60004228,0.9459645526,0E-10,50000000.0000000000,10000,15,1530,1000041,30000129,20000018,10000002,Unpas IX - Moon 5 - Spacelane Patrol Logistic Support,1705547980800.0000000000,-125249495040.0000000000,-170000424960.0000000000,0.5000000000,0.0500000000,4
60004231,0.6069360862,0E-10,50000000.0000000000,10000,14,1529,1000041,30000131,20000018,10000002,Nomaa IV - Moon 2 - Spacelane Patrol Assembly Plant,-459349893120.0000000000,74225295360.0000000000,-199941120000.0000000000,0.5000000000,0.0500000000,4
60004234,0.7479928157,0E-10,50000000.0000000000,10000,14,1529,1000041,30000127,20000018,10000002,Sirseshin VIII - Moon 3 - Spacelane Patrol Assembly Plant,1305481912320.0000000000,206737367040.0000000000,389715025920.0000000000,0.5000000000,0.0500000000,4
60004237,0.9459645526,0E-10,50000000.0000000000,10000,14,1529,1000041,30000129,20000018,10000002,Unpas VI - Moon 3 - Spacelane Patrol Assembly Plant,110086840320.0000000000,-8084643840.0000000000,-318782054400.0000000000,0.5000000000,0.0500000000,4
60004240,0.6108489266,0E-10,50000000.0000000000,10000,14,1529,1000041,30000128,20000018,10000002,Tuuriainas II - Spacelane Patrol Assembly Plant,176401981440.0000000000,12602941440.0000000000,279611596800.0000000000,0.5000000000,0.0500000000,4
60004243,0.8745849748,0E-10,50000000.0000000000,10000,15,1530,1000041,30000130,20000018,10000002,Shihuken VIII - Moon 2 - Spacelane Patrol Logistic Support,3086010163200.0000000000,531993108480.0000000000,-1438922465280.0000000000,0.5000000000,0.0500000000,4
60004246,0.5494773459,0E-10,50000000.0000000000,10000,14,1529,1000041,30001386,20000203,10000016,Saatuban VIII - Moon 2 - Spacelane Patrol Assembly Plant,-1000736317440.0000000000,-178840412160.0000000000,1414214246400.0000000000,0.5000000000,0.0500000000,4
60004249,0.4209102968,0E-10,50000000.0000000000,10000,13,54,1000041,30001390,20000203,10000016,Pakkonen V - Spacelane Patrol Testing Facilities,1878156779520.0000000000,352107601920.0000000000,794351247360.0000000000,0.5000000000,0.0500000000,4
60004252,0.5494773459,0E-10,50000000.0000000000,10000,15,1530,1000041,30001386,20000203,10000016,Saatuban V - Moon 2 - Spacelane Patrol Logistic Support,119675904000.0000000000,21386895360.0000000000,351958671360.0000000000,0.5000000000,0.0500000000,4
60004255,0.6777007603,0E-10,50000000.0000000000,10000,14,1529,1000041,30001387,20000203,10000016,Isikano IV - Moon 1 - Spacelane Patrol Assembly Plant,-6114140160.0000000000,-1204346880.0000000000,129829969920.0000000000,0.5000000000,0.0500000000,4
60004258,0.5059695448,0E-10,50000000.0000000000,10000,14,1529,1000041,30001391,20000203,10000016,Piekura VII - Spacelane Patrol Assembly Plant,-589644472320.0000000000,-49080852480.0000000000,92267765760.0000000000,0.5000000000,0.0500000000,4
60004261,0.5059695448,0E-10,50000000.0000000000,10000,14,1529,1000041,30001391,20000203,10000016,Piekura VIII - Moon 8 - Spacelane Patrol Assembly Plant,-34173050880.0000000000,-2844057600.0000000000,-1296349716480.0000000000,0.5000000000,0.0500000000,4
60004264,0.3982679375,0E-10,50000000.0000000000,10000,14,1529,1000042,30001356,20000198,10000016,Dantumi VI - Moon 1 - Wiyrkomi Peace Corps Assembly Plant,-1105102479360.0000000000,-130891898880.0000000000,4203731312640.0000000000,0.5000000000,0.0500000000,4
60004267,0.5301368602,0E-10,50000000.0000000000,10000,15,1530,1000042,30001358,20000198,10000016,Ossa VII - Moon 11 - Wiyrkomi Peace Corps Logistic Support,-865608867840.0000000000,133856256000.0000000000,1847764377600.0000000000,0.5000000000,0.0500000000,4
60004270,0.5907544918,0E-10,50000000.0000000000,10000,13,54,1000042,30001359,20000198,10000016,Semiki IX - Moon 4 - Wiyrkomi Peace Corps Testing Facilities,-2818139627520.0000000000,484279787520.0000000000,1782607257600.0000000000,0.5000000000,0.0500000000,4
60004273,0.5494773459,0E-10,50000000.0000000000,10000,14,1529,1000042,30001386,20000203,10000016,Saatuban IX - Moon 2 - Wiyrkomi Peace Corps Assembly Plant,-2249729433600.0000000000,-402045542400.0000000000,-935604264960.0000000000,0.5000000000,0.0500000000,4
60004276,0.5059695448,0E-10,50000000.0000000000,10000,14,1529,1000042,30001391,20000203,10000016,Piekura VIII - Moon 11 - Wiyrkomi Peace Corps Assembly Plant,-31929262080.0000000000,-2657771520.0000000000,-1292311388160.0000000000,0.5000000000,0.0500000000,4
60004279,0.6777007603,0E-10,50000000.0000000000,10000,15,1530,1000042,30001387,20000203,10000016,Isikano IX - Moon 11 - Wiyrkomi Peace Corps Logistic Support,-1655631421440.0000000000,-326183116800.0000000000,-2054145024000.0000000000,0.5000000000,0.0500000000,4
60004282,-1.0000000000,0E-10,50000000.0000000000,10000,110,54,1000292,30001381,20000789,10000070,Arvasaras II - Moon 3 - Wiyrkomi Peace Corps Testing Facilities,-71773102080.0000000000,-10647674880.0000000000,-184791490560.0000000000,0.5000000000,0.0500000000,4
60004285,0.4945098918,0E-10,50000000.0000000000,10000,15,1530,1000042,30001382,20000202,10000016,Akonoinen VI - Wiyrkomi Peace Corps Logistic Support,217033973760.0000000000,11899576320.0000000000,73859112960.0000000000,0.5000000000,0.0500000000,4
60004288,0.4945098918,0E-10,50000000.0000000000,10000,14,1529,1000042,30001382,20000202,10000016,Akonoinen I - Wiyrkomi Peace Corps Assembly Plant,-22975979520.0000000000,-1257185280.0000000000,53819105280.0000000000,0.5000000000,0.0500000000,4
60004291,0.6059305202,0E-10,50000000.0000000000,10000,14,1529,1000042,30001368,20000200,10000016,Uemisaisen V - Moon 5 - Wiyrkomi Peace Corps Assembly Plant,-367346688000.0000000000,46520524800.0000000000,275845816320.0000000000,0.5000000000,0.0500000000,4
60004294,0.6059305202,0E-10,50000000.0000000000,10000,14,1529,1000042,30001368,20000200,10000016,Uemisaisen VII - Wiyrkomi Peace Corps Assembly Plant,-1271182909440.0000000000,160970219520.0000000000,-707069337600.0000000000,0.5000000000,0.0500000000,4
60004297,0.6347580035,0E-10,50000000.0000000000,10000,15,1530,1000042,30001371,20000200,10000016,Erenta V - Wiyrkomi Peace Corps Logistic Support,-144433520640.0000000000,19885547520.0000000000,1328513064960.0000000000,0.5000000000,0.0500000000,4
60004300,0.7291611392,0E-10,50000000.0000000000,10000,14,1529,1000043,30002801,20000411,10000033,Suroken VII - Moon 1 - Corporate Police Force Assembly Plant,76346695680.0000000000,11677900800.0000000000,-233216286720.0000000000,0.5000000000,0.0500000000,4
60004303,0.7127556255,0E-10,50000000.0000000000,10000,14,1529,1000043,30002805,20000411,10000033,Anttiri V - Moon 21 - Corporate Police Force Assembly Plant,-246605783040.0000000000,16800276480.0000000000,-970847232000.0000000000,0.5000000000,0.0500000000,4
60004306,0.8472999538,0E-10,50000000.0000000000,10000,13,54,1000043,30002802,20000411,10000033,Kusomonmon VI - Moon 23 - Corporate Police Force Testing Facilities,-1118785904640.0000000000,-64985210880.0000000000,-4047387156480.0000000000,0.5000000000,0.0500000000,4
60004309,0.6213217815,0E-10,50000000.0000000000,10000,14,1529,1000043,30002803,20000411,10000033,Juunigaishi X - Moon 5 - Corporate Police Force Assembly Plant,-643851018240.0000000000,-94614773760.0000000000,362010255360.0000000000,0.5000000000,0.0500000000,4
60004312,0.5437586967,0E-10,50000000.0000000000,10000,15,1530,1000043,30002755,20000404,10000033,Usi V - Moon 1 - Corporate Police Force Logistic Support,-469611847680.0000000000,56838512640.0000000000,414050426880.0000000000,0.5000000000,0.0500000000,4
60004315,0.3347173714,0E-10,50000000.0000000000,10000,13,54,1000043,30002760,20000404,10000033,Manjonakko VI - Moon 3 - Corporate Police Force Testing Facilities,-1070345871360.0000000000,-176406650880.0000000000,-1994022051840.0000000000,0.5000000000,0.0500000000,4
60004318,0.3707768264,0E-10,50000000.0000000000,10000,15,1530,1000043,30002757,20000404,10000033,Nikkishina IX - Moon 6 - Corporate Police Force Logistic Support,-912431554560.0000000000,47334481920.0000000000,87987118080.0000000000,0.5000000000,0.0500000000,4
60004321,0.3746381988,0E-10,50000000.0000000000,10000,14,1529,1000043,30002756,20000404,10000033,Ishomilken IX - Moon 4 - Corporate Police Force Assembly Plant,961999380480.0000000000,124384665600.0000000000,-416406282240.0000000000,0.5000000000,0.0500000000,4
60004324,0.6860520099,0E-10,50000000.0000000000,10000,14,1529,1000043,30002751,20000403,10000033,Kaimon III - Moon 1 - Corporate Police Force Assembly Plant,-2532486635520.0000000000,393649889280.0000000000,-4169524224000.0000000000,0.5000000000,0.0500000000,4
60004327,0.6860520099,0E-10,50000000.0000000000,10000,14,1529,1000043,30002751,20000403,10000033,Kaimon II - Moon 10 - Corporate Police Force Assembly Plant,1316860354560.0000000000,-204700753920.0000000000,841808977920.0000000000,0.5000000000,0.0500000000,4
60004330,0.6860520099,0E-10,50000000.0000000000,10000,14,1529,1000043,30002751,20000403,10000033,Kaimon III - Moon 10 - Corporate Police Force Assembly Plant,-2533134704640.0000000000,393750405120.0000000000,-4168473600000.0000000000,0.5000000000,0.0500000000,4
60004333,0.6860520099,0E-10,50000000.0000000000,10000,14,1529,1000043,30002751,20000403,10000033,Kaimon I - Moon 1 - Corporate Police Force Assembly Plant,55395164160.0000000000,-8610570240.0000000000,113174568960.0000000000,0.5000000000,0.0500000000,4
60004336,0.6191236618,0E-10,50000000.0000000000,10000,15,1530,1000043,30001428,20000209,10000016,Ibura IX - Moon 12 - Corporate Police Force Logistic Support,-1829691678720.0000000000,283734712320.0000000000,-711568711680.0000000000,0.5000000000,0.0500000000,4
60004339,0.7590680266,0E-10,50000000.0000000000,10000,14,1529,1000043,30001425,20000209,10000016,Oipo IV - Moon 10 - Corporate Police Force Assembly Plant,-565335367680.0000000000,-42070548480.0000000000,10623445770240.0000000000,0.5000000000,0.0500000000,4
60004342,0.8012256423,0E-10,50000000.0000000000,10000,15,1530,1000043,30001424,20000209,10000016,Haajinen X - Corporate Police Force Logistic Support,-548615823360.0000000000,-39268147200.0000000000,-476203868160.0000000000,0.5000000000,0.0500000000,4
60004345,0.7590680266,0E-10,50000000.0000000000,10000,14,1529,1000043,30001425,20000209,10000016,Oipo IV - Corporate Police Force Assembly Plant,-567137771520.0000000000,-42175979520.0000000000,10617936322560.0000000000,0.5000000000,0.0500000000,4
60004348,0.4624967011,0E-10,50000000.0000000000,10000,13,54,1000043,30002793,20000409,10000033,Inari IX - Moon 13 - Corporate Police Force Testing Facilities,1563023892480.0000000000,21386158080.0000000000,1439977758720.0000000000,0.5000000000,0.0500000000,4
60004351,0.6855884918,0E-10,50000000.0000000000,10000,15,1530,1000043,30002790,20000409,10000033,Waskisen IX - Moon 11 - Corporate Police Force Logistic Support,-396973547520.0000000000,17295974400.0000000000,2661177876480.0000000000,0.5000000000,0.0500000000,4
60004354,0.8369775721,0E-10,50000000.0000000000,10000,15,1530,1000043,30002788,20000409,10000033,Inaro X - Moon 13 - Corporate Police Force Logistic Support,-1677926031360.0000000000,-318468710400.0000000000,-2216394301440.0000000000,0.5000000000,0.0500000000,4
60004357,0.5202672531,0E-10,50000000.0000000000,10000,14,1529,1000043,30002792,20000409,10000033,Irjunen II - Corporate Police Force Assembly Plant,9254952960.0000000000,648437760.0000000000,133636055040.0000000000,0.5000000000,0.0500000000,4
60004360,0.6638108229,0E-10,50000000.0000000000,10000,14,1529,1000043,30000136,20000019,10000002,Ohmahailen V - Moon 6 - Corporate Police Force Assembly Plant,-1211130961920.0000000000,38935142400.0000000000,-629556142080.0000000000,0.5000000000,0.0500000000,4
60004363,0.9747262069,0E-10,50000000.0000000000,10000,14,1529,1000043,30000133,20000019,10000002,Hirtamon VI - Moon 18 - Corporate Police Force Assembly Plant,-172990586880.0000000000,-5042872320.0000000000,-733758382080.0000000000,0.5000000000,0.0500000000,4
60004366,0.9120170099,0E-10,50000000.0000000000,10000,14,1529,1000043,30000132,20000019,10000002,Ansila X - Moon 1 - Corporate Police Force Assembly Plant,-2114675220480.0000000000,24984576000.0000000000,-3936122019840.0000000000,0.5000000000,0.0500000000,4
60004369,0.6638108229,0E-10,50000000.0000000000,10000,14,1529,1000043,30000136,20000019,10000002,Ohmahailen V - Moon 7 - Corporate Police Force Assembly Plant,-1211028234240.0000000000,38932930560.0000000000,-630370590720.0000000000,0.5000000000,0.0500000000,4
60004372,0.4741790498,0E-10,50000000.0000000000,10000,15,1530,1000043,30000201,20000029,10000002,Uchoshi IX - Moon 4 - Corporate Police Force Logistic Support,-654040965120.0000000000,-132392263680.0000000000,374698352640.0000000000,0.5000000000,0.0500000000,4
60004375,0.3848866895,0E-10,50000000.0000000000,10000,13,54,1000043,30000204,20000029,10000002,Ohkunen IV - Moon 10 - Corporate Police Force Testing Facilities,-522725990400.0000000000,101872066560.0000000000,-353781227520.0000000000,0.5000000000,0.0500000000,4
60004378,0.4172608157,0E-10,50000000.0000000000,10000,15,1530,1000043,30000203,20000029,10000002,Eruka VIII - Moon 12 - Corporate Police Force Logistic Support,557162864640.0000000000,73256263680.0000000000,-1473248256000.0000000000,0.5000000000,0.0500000000,4
60004381,0.4741790498,0E-10,50000000.0000000000,10000,14,1529,1000043,30000201,20000029,10000002,Uchoshi I - Corporate Police Force Assembly Plant,31409971200.0000000000,6357442560.0000000000,-2538823680.0000000000,0.5000000000,0.0500000000,4
60004384,0.5380359349,0E-10,50000000.0000000000,10000,14,1529,1000043,30002740,20000401,10000033,Eitu VI - Moon 21 - Corporate Police Force Assembly Plant,-717787914240.0000000000,79217172480.0000000000,737708974080.0000000000,0.5000000000,0.0500000000,4
60004387,0.7208140236,0E-10,50000000.0000000000,10000,14,1529,1000043,30002739,20000401,10000033,Isaziwa XI - Corporate Police Force Assembly Plant,-414705868800.0000000000,-15705415680.0000000000,1524924702720.0000000000,0.5000000000,0.0500000000,4
60004390,0.5380359349,0E-10,50000000.0000000000,10000,14,1529,1000043,30002740,20000401,10000033,Eitu VI - Moon 10 - Corporate Police Force Assembly Plant,-727580958720.0000000000,80299008000.0000000000,730490511360.0000000000,0.5000000000,0.0500000000,4
60004393,0.7208140236,0E-10,50000000.0000000000,10000,15,1530,1000043,30002739,20000401,10000033,Isaziwa VIII - Corporate Police Force Logistic Support,-421795307520.0000000000,-15956336640.0000000000,139407237120.0000000000,0.5000000000,0.0500000000,4
60004396,0.5613014649,0E-10,50000000.0000000000,10000,13,54,1000043,30001409,20000206,10000016,Umokka VII - Corporate Police Force Testing Facilities,398311464960.0000000000,69251358720.0000000000,397209968640.0000000000,0.5000000000,0.0500000000,4
60004399,0.7807654056,0E-10,50000000.0000000000,10000,14,1529,1000043,30001408,20000206,10000016,Ruvas IV - Moon 1 - Corporate Police Force Assembly Plant,257623941120.0000000000,49924055040.0000000000,131256115200.0000000000,0.5000000000,0.0500000000,4
60004402,0.9722909031,0E-10,50000000.0000000000,10000,14,1529,1000043,30001405,20000206,10000016,Kakakela VII - Moon 9 - Corporate Police Force Assembly Plant,-2000723189760.0000000000,375489454080.0000000000,-2376851988480.0000000000,0.5000000000,0.0500000000,4
60004405,0.9722909031,0E-10,50000000.0000000000,10000,14,1529,1000043,30001405,20000206,10000016,Kakakela VII - Moon 13 - Corporate Police Force Assembly Plant,-2004921262080.0000000000,376278343680.0000000000,-2375669391360.0000000000,0.5000000000,0.0500000000,4
60004408,0.3971828496,0E-10,50000000.0000000000,10000,14,1529,1000043,30002796,20000410,10000033,Hysera II - Corporate Police Force Assembly Plant,90357964800.0000000000,-7617945600.0000000000,-258864537600.0000000000,0.5000000000,0.0500000000,4
60004411,0.5012201845,0E-10,50000000.0000000000,10000,14,1529,1000043,30002794,20000410,10000033,Yria III - Moon 6 - Corporate Police Force Assembly Plant,1441581096960.0000000000,219580538880.0000000000,-60371312640.0000000000,0.5000000000,0.0500000000,4
60004414,0.4531283779,0E-10,50000000.0000000000,10000,14,1529,1000043,30002795,20000410,10000033,Oshaima VII - Moon 1 - Corporate Police Force Assembly Plant,-190530969600.0000000000,-2230149120.0000000000,236291727360.0000000000,0.5000000000,0.0500000000,4
60004417,0.5335753726,0E-10,50000000.0000000000,10000,14,1529,1000043,30002799,20000410,10000033,Oisio VI - Moon 1 - Corporate Police Force Assembly Plant,-1640197447680.0000000000,47006146560.0000000000,1889101946880.0000000000,0.5000000000,0.0500000000,4
60004420,1.0000000000,0E-10,50000000.0000000000,10000,37,1529,1000044,30001407,20000206,10000016,Todaki VI - Moon 1 - School of Applied Knowledge,1337258188800.0000000000,62467399680.0000000000,-415036661760.0000000000,0.5000000000,0.0500000000,4
60004423,0.9459131167,0E-10,50000000.0000000000,10000,37,1529,1000009,30000142,20000020,10000002,Jita IV - Moon 6 - Caldari Provisions School,-107074560000.0000000000,-18705408000.0000000000,436344545280.0000000000,0.5000000000,0.0500000000,4
60004426,0.4741790498,0E-10,50000000.0000000000,10000,37,1529,1000044,30000201,20000029,10000002,Uchoshi XI - Moon 14 - School of Applied Knowledge,-2519296696320.0000000000,-509961707520.0000000000,1004619571200.0000000000,0.5000000000,0.0500000000,4
60004429,0.5235317507,0E-10,50000000.0000000000,10000,37,1529,1000044,30001432,20000210,10000016,Uesuro VI - Moon 1 - School of Applied Knowledge,-5743411814400.0000000000,312490598400.0000000000,-343261716480.0000000000,0.5000000000,0.0500000000,4
60004432,0.6350155562,0E-10,50000000.0000000000,10000,37,1529,1000009,30001389,20000203,10000016,Isanamo XIV - Moon 9 - Caldari Provisions School,-1758716682240.0000000000,-230125117440.0000000000,-1409478451200.0000000000,0.5000000000,0.0500000000,4
60004435,0.5948887487,0E-10,50000000.0000000000,10000,37,1529,1000044,30000167,20000024,10000002,Sakkikainen VI - Moon 8 - School of Applied Knowledge,627953541120.0000000000,-60152586240.0000000000,-234284851200.0000000000,0.5000000000,0.0500000000,4
60004438,0.7785352333,0E-10,50000000.0000000000,10000,37,1529,1000044,30002775,20000407,10000033,Paara VI - Moon 2 - School of Applied Knowledge,696821391360.0000000000,32210903040.0000000000,223918694400.0000000000,0.5000000000,0.0500000000,4
60004441,0.4753689379,0E-10,50000000.0000000000,10000,37,1529,1000044,30002771,20000406,10000033,Kulelen V - Moon 4 - School of Applied Knowledge,-20160307200.0000000000,-531210240.0000000000,807472128000.0000000000,0.5000000000,0.0500000000,4
60004444,0.6431657594,0E-10,50000000.0000000000,10000,37,1529,1000044,30000181,20000026,10000002,Korsiki II - Moon 7 - School of Applied Knowledge,-165103656960.0000000000,25890447360.0000000000,-63915909120.0000000000,0.5000000000,0.0500000000,4
60004447,0.5283446465,0E-10,50000000.0000000000,10000,37,1529,1000009,30001443,20000212,10000016,Vuorrassi V - Moon 9 - Caldari Provisions School,999677337600.0000000000,38088744960.0000000000,-380162580480.0000000000,0.5000000000,0.0500000000,4
60004450,1.0000000000,0E-10,50000000.0000000000,10000,37,1529,1000045,30001392,20000204,10000016,Amsen VI - Moon 1 - Science and Trade Institute School,273625620480.0000000000,-12937666560.0000000000,-50608005120.0000000000,0.5000000000,0.0500000000,4
60004453,0.7208140236,0E-10,50000000.0000000000,10000,37,1529,1000045,30002739,20000401,10000033,Isaziwa X - Science and Trade Institute School,969947750400.0000000000,36717404160.0000000000,-460538142720.0000000000,0.5000000000,0.0500000000,4
60004456,0.6682383689,0E-10,50000000.0000000000,10000,37,1529,1000045,30002783,20000408,10000033,Sankkasen VII - Moon 6 - Science and Trade Institute School,272523141120.0000000000,-53390745600.0000000000,530097561600.0000000000,0.5000000000,0.0500000000,4
60004459,0.6802642981,0E-10,50000000.0000000000,10000,37,1529,1000045,30000180,20000026,10000002,Osmon IV - Moon 5 - Science and Trade Institute School,-709903441920.0000000000,140491530240.0000000000,-697483714560.0000000000,0.5000000000,0.0500000000,4
60004462,0.6717383428,0E-10,50000000.0000000000,10000,37,1529,1000045,30000119,20000017,10000002,Itamo VI - Moon 6 - Science and Trade Institute School,-373526077440.0000000000,-52683448320.0000000000,112747192320.0000000000,0.5000000000,0.0500000000,4
60004465,0.4741790498,0E-10,50000000.0000000000,10000,37,1529,1000045,30000201,20000029,10000002,Uchoshi X - Moon 11 - Science and Trade Institute School,-1049428008960.0000000000,-212429414400.0000000000,-104475648000.0000000000,0.5000000000,0.0500000000,4
60004468,0.2822909694,0E-10,50000000.0000000000,10000,37,1529,1000045,30000195,20000028,10000002,Tasti V - Moon 1 - Science and Trade Institute School,-756614553600.0000000000,34076958720.0000000000,181819760640.0000000000,0.5000000000,0.0500000000,4
60004471,0.3982679375,0E-10,50000000.0000000000,10000,37,1529,1000045,30001356,20000198,10000016,Dantumi V - Moon 19 - Science and Trade Institute School,396470722560.0000000000,46961418240.0000000000,1515565916160.0000000000,0.5000000000,0.0500000000,4
60004474,0.5669582798,0E-10,50000000.0000000000,10000,37,1529,1000045,30000188,20000027,10000002,Hentogaira I - Moon 11 - Science and Trade Institute School,-362397327360.0000000000,30825308160.0000000000,179075112960.0000000000,0.5000000000,0.0500000000,4
60004477,-1.0000000000,0E-10,50000000.0000000000,10000,110,1529,1000293,30001445,20000787,10000070,Nalvula IV - Moon 1 - Science and Trade Institute School,-94831779840.0000000000,16849428480.0000000000,57302999040.0000000000,0.5000000000,0.0500000000,4
60004480,0.7753741360,0E-10,50000000.0000000000,10000,33,2502,1000046,30003413,20000497,10000042,Eram VIII - Moon 13 - Sebiestor Tribe Bureau,2210560942080.0000000000,148840488960.0000000000,411751587840.0000000000,0.5000000000,0.0500000000,4
60004483,0.7753741360,0E-10,50000000.0000000000,10000,33,2502,1000046,30003413,20000497,10000042,Eram V - Moon 2 - Sebiestor Tribe Bureau,289633198080.0000000000,19500687360.0000000000,-322599936000.0000000000,0.5000000000,0.0500000000,4
60004486,0.7753741360,0E-10,50000000.0000000000,10000,33,2502,1000046,30003413,20000497,10000042,Eram IX - Moon 4 - Sebiestor Tribe Bureau,-2945641390080.0000000000,-198336307200.0000000000,1881808035840.0000000000,0.5000000000,0.0500000000,4
60004489,0.4160243278,0E-10,50000000.0000000000,10000,32,2502,1000046,30003466,20000505,10000042,Eurgrana VIII - Moon 18 - Sebiestor Tribe Academy,-1020852510720.0000000000,72229232640.0000000000,-3155285975040.0000000000,0.5000000000,0.0500000000,4
60004492,0.4160243278,0E-10,50000000.0000000000,10000,34,2498,1000046,30003466,20000505,10000042,Eurgrana VII - Moon 13 - Sebiestor Tribe Treasury,1335446937600.0000000000,-94486978560.0000000000,333050388480.0000000000,0.5000000000,0.0500000000,4
60004495,0.7445694707,0E-10,50000000.0000000000,10000,33,2502,1000046,30003464,20000505,10000042,Aldik VIII - Moon 2 - Sebiestor Tribe Bureau,-672749690880.0000000000,-92617728000.0000000000,1422979031040.0000000000,0.5000000000,0.0500000000,4
60004498,0.7231553016,0E-10,50000000.0000000000,10000,33,2502,1000046,30003449,20000503,10000042,Hakeri VII - Moon 1 - Sebiestor Tribe Bureau,89273917440.0000000000,4762705920.0000000000,221789429760.0000000000,0.5000000000,0.0500000000,4
60004501,0.7231553016,0E-10,50000000.0000000000,10000,33,2502,1000046,30003449,20000503,10000042,Hakeri XI - Moon 14 - Sebiestor Tribe Bureau,-1517212999680.0000000000,-80925941760.0000000000,1382150676480.0000000000,0.5000000000,0.0500000000,4
60004504,0.6443712016,0E-10,50000000.0000000000,10000,33,2502,1000046,30003447,20000503,10000042,Josekorn VII - Moon 1 - Sebiestor Tribe Bureau,92134809600.0000000000,17422540800.0000000000,538125557760.0000000000,0.5000000000,0.0500000000,4
60004507,0.8265758733,0E-10,50000000.0000000000,10000,33,2502,1000046,30003394,20000495,10000042,Freatlidur V - Moon 8 - Sebiestor Tribe Bureau,274267299840.0000000000,-13123461120.0000000000,-540474040320.0000000000,0.5000000000,0.0500000000,4
60004510,0.7558878652,0E-10,50000000.0000000000,10000,33,2502,1000046,30003396,20000495,10000042,Maturat VII - Moon 4 - Sebiestor Tribe Bureau,-1267371663360.0000000000,-3316899840.0000000000,-250835066880.0000000000,0.5000000000,0.0500000000,4
60004513,0.8265758733,0E-10,50000000.0000000000,10000,33,2502,1000046,30003394,20000495,10000042,Freatlidur V - Moon 3 - Sebiestor Tribe Bureau,273905786880.0000000000,-13106749440.0000000000,-539715624960.0000000000,0.5000000000,0.0500000000,4
60004516,0.5496682671,0E-10,50000000.0000000000,10000,33,2502,1000047,30002053,20000302,10000042,Hek IV - Krusual Tribe Bureau,92954910720.0000000000,18518876160.0000000000,-115542712320.0000000000,0.5000000000,0.0500000000,4
60004519,0.4645283561,0E-10,50000000.0000000000,10000,33,2502,1000047,30002051,20000302,10000042,Anher V - Moon 12 - Krusual Tribe Bureau,-334004428800.0000000000,61081067520.0000000000,-161586094080.0000000000,0.5000000000,0.0500000000,4
60004522,0.4645283561,0E-10,50000000.0000000000,10000,33,2502,1000047,30002051,20000302,10000042,Anher IV - Moon 3 - Krusual Tribe Bureau,-219122933760.0000000000,40072273920.0000000000,-159208120320.0000000000,0.5000000000,0.0500000000,4
60004525,0.2921492434,0E-10,50000000.0000000000,10000,33,2502,1000047,30002076,20000306,10000042,Dudreda IV - Krusual Tribe Bureau,379626577920.0000000000,-30870036480.0000000000,140526673920.0000000000,0.5000000000,0.0500000000,4
60004528,0.0927691123,0E-10,50000000.0000000000,10000,33,2502,1000047,30002080,20000306,10000042,Arifsdald III - Moon 10 - Krusual Tribe Bureau,-2444578283520.0000000000,154636738560.0000000000,451142983680.0000000000,0.5000000000,0.0500000000,4
60004531,0.2921492434,0E-10,50000000.0000000000,10000,33,2502,1000047,30002076,20000306,10000042,Dudreda VI - Moon 6 - Krusual Tribe Bureau,-2463761571840.0000000000,200449105920.0000000000,1415782440960.0000000000,0.5000000000,0.0500000000,4
60004534,0.3218129987,0E-10,50000000.0000000000,10000,33,2502,1000047,30002091,20000308,10000042,Ontorn VIII - Moon 2 - Krusual Tribe Bureau,5194326220800.0000000000,615907860480.0000000000,1080731934720.0000000000,0.5000000000,0.0500000000,4
