regionID,constellationID,solarSystemID,solarSystemName,x,y,z,xMin,xMax,yMin,yMax,zMin,zMax,luminosity,border,fringe,corridor,hub,international,regional,constellation,security,factionID,radius,sunTypeID,securityClass
10000008,20000103,30000706,6-EQYE,84422551424457104.0000000000,10169403089620000.0000000000,-96973433514454800.0000000000,84420577646446208.0000000000,84422701860874704.0000000000,10169379677690400.0000000000,10169710253395900.0000000000,96971865174244992.0000000000,96973787750106496.0000000000,0.0323900000,1,0,0,1,0,1,None,-0.4048837111,None,1062107214272.0000000000,3798,I2
10000008,20000103,30000707,03-OR2,77566193119269600.0000000000,-6188421013899060.0000000000,-97821646429945792.0000000000,77565793694707392.0000000000,77567778801065504.0000000000,-6188500070578310.0000000000,-6188107167147800.0000000000,97821273207363104.0000000000,97821707819309104.0000000000,0.0191900000,0,0,0,1,0,0,None,-0.1696835490,None,992553179040.0000000000,7,I
10000008,20000103,30000708,JLO-Z3,83256530868627696.0000000000,-6631497198490920.0000000000,-99488129968251104.0000000000,83256214740832192.0000000000,83259678413537792.0000000000,-6632106276393900.0000000000,-6631436024058800.0000000000,99486171421428304.0000000000,99491159720256400.0000000000,0.0457500000,0,0,1,0,0,0,None,-0.2024698591,None,2494149414016.0000000000,45039,I
10000008,20000104,30000709,IAK-JW,85577639733184704.0000000000,28443980899676000.0000000000,-112270391675899008.0000000000,85575658584440000.0000000000,85577873803147200.0000000000,28443979088896300.0000000000,28443996074846300.0000000000,112269851310342000.0000000000,112275262388620000.0000000000,0.0565300000,0,0,0,1,0,0,None,-0.7830696350,None,2705539138688.0000000000,45032,I6
10000008,20000104,30000710,KZFV-4,78750480680872304.0000000000,23248101436744200.0000000000,-112562531341174000.0000000000,78749656272513792.0000000000,78752356985289904.0000000000,23247813625993500.0000000000,23248227894626900.0000000000,112562188996908000.0000000000,112563408171512000.0000000000,0.0145600000,1,0,0,1,0,0,None,-0.6745795907,None,1350356388040.0000000000,45040,I5
10000008,20000104,30000711,WO-GC0,91834644565577296.0000000000,39693174381391000.0000000000,-116057650277872992.0000000000,91830828289834896.0000000000,91835827381677200.0000000000,39693021671805296.0000000000,39693667087678600.0000000000,116054948125768992.0000000000,116062193107450000.0000000000,0.3920000000,0,0,1,0,0,0,None,-0.7894042020,None,3622490840616.0000000000,45030,I6
10000008,20000104,30000712,RYC-19,92546748794072304.0000000000,27732809149091200.0000000000,-117853503647780000.0000000000,92545415531247296.0000000000,92547365274075104.0000000000,27732610871374100.0000000000,27732900825902100.0000000000,117853367432438000.0000000000,117855092236730000.0000000000,0.0684700000,0,0,0,1,0,0,None,-0.8838926563,None,974871413896.0000000000,45047,I7
10000008,20000104,30000713,X2-ZA5,96923156947486896.0000000000,28544283901428400.0000000000,-119829591962352000.0000000000,96917069238836000.0000000000,96927302674590000.0000000000,28543908280689100.0000000000,28544539701390700.0000000000,119825504871911008.0000000000,119831830173196992.0000000000,3.3080000000,1,0,1,0,0,1,None,-0.9005847974,None,5116717876968.0000000000,45042,I7
10000008,20000104,30000714,28Y9-P,79662300736670096.0000000000,30432714683357600.0000000000,-108956066803399008.0000000000,79659833153472000.0000000000,79662573635281104.0000000000,30432443929624200.0000000000,30432744629175900.0000000000,108955490880060992.0000000000,108958026871127008.0000000000,0.0250800000,0,1,0,0,0,0,None,-0.6852190088,None,1370240904544.0000000000,45032,I5
10000008,20000105,30000715,Q4C-S5,105496643199412000.0000000000,17307909188775700.0000000000,-132111265621926000.0000000000,105494838785620992.0000000000,105497600613239008.0000000000,17307715419720000.0000000000,17308274377726700.0000000000,132108803452368992.0000000000,132112160137032992.0000000000,0.0597100000,0,0,0,1,0,0,None,-0.6792392417,None,1678342331920.0000000000,45032,I5
10000008,20000105,30000716,B-1UJC,112472858956850000.0000000000,30730529204509900.0000000000,-140011160642951008.0000000000,112471952814051008.0000000000,112473392184623008.0000000000,30730422388886300.0000000000,30730710719452500.0000000000,140008297824856000.0000000000,140011440602524992.0000000000,0.0155200000,1,0,1,0,0,1,None,-0.5307990849,None,1571388834216.0000000000,45039,I3
10000008,20000105,30000717,Q-NA5H,102338238953030000.0000000000,15270034492229900.0000000000,-128548235800126000.0000000000,102334871079280000.0000000000,102338738460447008.0000000000,15269935464736000.0000000000,15270702164475800.0000000000,128546428983106000.0000000000,128551864479796000.0000000000,0.0983500000,1,0,1,0,0,0,None,-0.7176751140,None,2717748345352.0000000000,45041,I5
10000008,20000105,30000718,4-CM8I,111992678751484000.0000000000,20866673600541800.0000000000,-140496137501100992.0000000000,111991210659860992.0000000000,111997554983223008.0000000000,20866377552564100.0000000000,20867656917636000.0000000000,140493884013875008.0000000000,140499735679031008.0000000000,0.6084000000,0,0,0,1,0,0,None,-0.5093496518,None,3172161680904.0000000000,3799,I3
10000008,20000105,30000719,ZDB-HT,110947501462647008.0000000000,18040581271091100.0000000000,-135079319283832992.0000000000,110946327735275008.0000000000,110947920376468000.0000000000,18040424306116800.0000000000,18040637292482200.0000000000,135074500430990000.0000000000,135079882921715008.0000000000,0.3511000000,0,0,1,0,0,0,None,-0.5843460873,None,2691245362528.0000000000,6,I4
10000008,20000105,30000720,1QZ-Y9,116935709847006000.0000000000,17910887450409700.0000000000,-139667243617668992.0000000000,116934674320552000.0000000000,116940684033252992.0000000000,17910565027946100.0000000000,17910954572845200.0000000000,139665748128902000.0000000000,139670188485388992.0000000000,0.0332300000,1,0,0,1,0,1,None,-0.4383996132,None,3004856350768.0000000000,45039,I2
10000008,20000106,30000721,HJ-BCH,33370582087162300.0000000000,-12674196855072300.0000000000,-138717123911727008.0000000000,33369404763239300.0000000000,33371495021372000.0000000000,-12674253869778100.0000000000,-12674123326141800.0000000000,138713715730288000.0000000000,138717680233642000.0000000000,0.1262000000,1,0,0,1,0,0,None,-0.0283579963,None,1982251677088.0000000000,45047,I
10000008,20000106,30000722,QPTT-F,32895971000944500.0000000000,-25210536333993200.0000000000,-137365174225560000.0000000000,32891413823857900.0000000000,32896867254309200.0000000000,-25211008639806700.0000000000,-25210443446333600.0000000000,137361830741496000.0000000000,137365347569607008.0000000000,0.0522700000,1,0,0,1,0,0,None,-0.0161742008,None,2726715225652.0000000000,7,I
10000008,20000106,30000723,9M-M0P,32856843707891000.0000000000,-33429625758106700.0000000000,-137138451480424000.0000000000,32850601934729300.0000000000,32858891978492800.0000000000,-33430445742493200.0000000000,-33429356675651400.0000000000,137134725483668000.0000000000,137147615795412000.0000000000,2.9850000000,0,1,0,0,0,0,None,-0.0109968856,None,6445155871712.0000000000,3803,I
10000008,20000106,30000724,9BC-EB,29661077807268300.0000000000,-25897737697843900.0000000000,-142026122440328000.0000000000,29659791153392700.0000000000,29663086847941000.0000000000,-25897787593866300.0000000000,-25897705742770900.0000000000,142023358272326000.0000000000,142026928837522000.0000000000,0.0379700000,0,1,0,0,0,0,None,-0.0249626527,None,1785282597984.0000000000,3802,I
10000008,20000106,30000725,WFFE-4,31337228218414100.0000000000,-10060828001217600.0000000000,-135408434369919008.0000000000,31335966900528700.0000000000,31337766676675400.0000000000,-10061036009226500.0000000000,-10060739201304800.0000000000,135408172002628992.0000000000,135409471342060992.0000000000,0.0299700000,0,0,0,1,0,0,None,-0.0224903286,None,899888073376.0000000000,45036,I
10000008,20000106,30000726,71-UTX,34703771860493800.0000000000,-6211954120191200.0000000000,-135028336461427008.0000000000,34702563038218300.0000000000,34704334862961500.0000000000,-6212056453583430.0000000000,-6211734418698020.0000000000,135027948766660000.0000000000,135028390710036992.0000000000,0.0174700000,0,0,1,0,0,0,None,-0.0292272637,None,885912371620.0000000000,45041,I
10000008,20000106,30000727,PU-UMM,25584370299963400.0000000000,-20923271017640900.0000000000,-132643635169999008.0000000000,25583453840437900.0000000000,25584510601417800.0000000000,-20923274116582900.0000000000,-20923270541290800.0000000000,132641679025220992.0000000000,132644945850912000.0000000000,0.0585900000,0,0,1,0,0,0,None,-0.0139167036,None,1633412845536.0000000000,45047,I
10000008,20000106,30000728,6-KPAB,25760943383441400.0000000000,-14053723757799000.0000000000,-128284728911939008.0000000000,25758897319924700.0000000000,25764095057919500.0000000000,-14053925120231100.0000000000,-14053593034568300.0000000000,128279218015216000.0000000000,128285677761731008.0000000000,0.4520000000,0,1,0,0,0,0,None,-0.0105409832,None,3229873257504.0000000000,45036,I
10000008,20000106,30000729,Y5-E1U,38115159051916896.0000000000,-8832273482175170.0000000000,-135514166711230000.0000000000,38113859702054200.0000000000,38115287179068304.0000000000,-8832276730406890.0000000000,-8832240552599110.0000000000,135509584460564000.0000000000,135516033467470000.0000000000,0.1244000000,0,0,0,1,0,0,None,-0.0335375956,None,3224503452968.0000000000,45032,I
10000008,20000107,30000730,4-43BW,66746519945713800.0000000000,27739697250409700.0000000000,-138712533250756992.0000000000,66745828957258200.0000000000,66748013295808800.0000000000,27739581601391100.0000000000,27739750763007200.0000000000,138708670841287008.0000000000,138712786995246000.0000000000,0.0873600000,1,0,0,1,0,1,None,-0.3508743357,None,2058076979336.0000000000,45037,I2
10000008,20000107,30000731,8CN-CH,66879075284280304.0000000000,27456209071178800.0000000000,-143313199611835008.0000000000,66878138633088096.0000000000,66879114268181504.0000000000,27456034441226000.0000000000,27456216341547000.0000000000,143313097464164992.0000000000,143313689864415008.0000000000,0.0205900000,0,1,0,0,0,0,None,-0.3207357971,None,487817546744.0000000000,45032,I1
10000008,20000107,30000732,V-F6DQ,61306634392379696.0000000000,23305829506464800.0000000000,-135802848667418000.0000000000,61304143551153296.0000000000,61307864387073400.0000000000,23305808422262900.0000000000,23305872202301300.0000000000,135800241401728992.0000000000,135806220944180992.0000000000,0.0139100000,1,0,0,1,0,0,None,-0.2899610659,None,2989771226160.0000000000,3800,I1
10000008,20000107,30000733,3S-6VU,54439810998407800.0000000000,30039752566361500.0000000000,-135344635952162000.0000000000,54439463931574704.0000000000,54441373476623400.0000000000,30039499374234500.0000000000,30039808807142700.0000000000,135344527771236000.0000000000,135350191756727008.0000000000,0.0296600000,0,0,1,0,0,0,None,-0.2074316941,None,2831992745528.0000000000,45040,I
10000008,20000107,30000734,1-7HVI,66867495636102400.0000000000,25488792762375500.0000000000,-132472942031866000.0000000000,66866816975848304.0000000000,66867897769365600.0000000000,25488748683215200.0000000000,25488867152854900.0000000000,132472745235147008.0000000000,132473783257496000.0000000000,0.0125500000,0,0,0,1,0,0,None,-0.4027144677,None,540396758640.0000000000,3798,I2
10000008,20000107,30000735,OX-S7P,68672236054901904.0000000000,28390491652556600.0000000000,-129814787419583008.0000000000,68672091818430400.0000000000,68675479432781600.0000000000,28390312611233400.0000000000,28390499614715100.0000000000,129806502104758000.0000000000,129814917789492992.0000000000,1.2850000000,0,0,1,0,0,0,None,-0.4607038722,None,4207842367304.0000000000,3797,I3
10000009,20000108,30000736,KDG-TA,149662289868225984.0000000000,31770183498444000.0000000000,-126691033836190000.0000000000,149662203624470016.0000000000,149665009101675008.0000000000,31769957605652500.0000000000,31770190663132900.0000000000,126690770035548000.0000000000,126694408015496992.0000000000,0.2058000000,1,0,1,0,0,0,None,-0.1791473727,None,1818989974416.0000000000,3798,F
10000009,20000108,30000737,KD-KPR,124479968414611008.0000000000,48688530759194800.0000000000,-119221836991472000.0000000000,124479366775812000.0000000000,124484111978710000.0000000000,48688455204467600.0000000000,48689051108455400.0000000000,119220235702570000.0000000000,119221962112932000.0000000000,0.2257000000,0,1,0,0,0,0,None,-0.4157180459,None,2372601449304.0000000000,3798,F2
10000009,20000108,30000738,PT-21C,162859116227086016.0000000000,29297330991139300.0000000000,-119955187741200992.0000000000,162855878479313984.0000000000,162863004555796992.0000000000,29296996561181500.0000000000,29297609464441700.0000000000,119954355534430000.0000000000,119958345036008992.0000000000,0.3897000000,0,1,0,0,0,0,None,-0.1767231245,None,3563038241680.0000000000,45030,F
10000009,20000108,30000739,Z182-R,146668502019711008.0000000000,30236121180778200.0000000000,-124497212820971008.0000000000,146668440244128000.0000000000,146670657214998016.0000000000,30236120820578200.0000000000,30236128806284300.0000000000,124497132532311008.0000000000,124497940943474000.0000000000,0.0109000000,0,0,1,0,0,0,None,-0.2155496980,None,1108485434944.0000000000,3800,F
10000009,20000108,30000740,EKPB-3,146173975998464992.0000000000,34554936689739000.0000000000,-117907679333715008.0000000000,146171805864584000.0000000000,146174857927584992.0000000000,34554910403521900.0000000000,34554947378629000.0000000000,117900209712408000.0000000000,117910705513798000.0000000000,0.0226300000,0,0,0,1,0,0,None,-0.3553323237,None,5247900695136.0000000000,3800,F2
10000009,20000108,30000741,5M2-KP,133537622273032000.0000000000,42612553425903400.0000000000,-119624947060104992.0000000000,133536036279363008.0000000000,133538833309839008.0000000000,42612353334534200.0000000000,42612815468429104.0000000000,119620704341055008.0000000000,119624988448812000.0000000000,1.8120000000,0,0,1,0,0,0,None,-0.4001293978,None,2142053878808.0000000000,3796,F2
10000009,20000108,30000742,TK-DLH,156152160397871008.0000000000,32549774187889200.0000000000,-116291612142338000.0000000000,156151288903039008.0000000000,156153056812000992.0000000000,32549719917713300.0000000000,32549826948347100.0000000000,116288728117155008.0000000000,116296157457524000.0000000000,0.1966000000,1,0,0,1,0,0,None,-0.3089953560,None,3714670184600.0000000000,45037,F1
10000009,20000109,30000743,C8H5-X,161645283641760992.0000000000,-11591437351557100.0000000000,-127205673427404000.0000000000,161644722269764000.0000000000,161647326743566016.0000000000,-11591682940640200.0000000000,-11591369872073600.0000000000,127204045348636992.0000000000,127207078994164992.0000000000,0.0963300000,1,0,0,1,0,0,None,-0.1492839802,None,1516822764040.0000000000,3799,F
10000009,20000109,30000744,O-7LAI,156665034349871008.0000000000,-4767417248796550.0000000000,-113303099139924000.0000000000,156664223129900000.0000000000,156668324269441984.0000000000,-4767723649921860.0000000000,-4767341696880280.0000000000,113301565011564000.0000000000,113303246898183008.0000000000,0.1701000000,0,1,0,0,0,0,None,-0.0815947082,None,2050569771408.0000000000,45030,F
10000009,20000109,30000745,7L3-JS,158766203465304000.0000000000,-12312295917747400.0000000000,-119175349191000992.0000000000,158763961556680000.0000000000,158767015174193984.0000000000,-12312442742830700.0000000000,-12311890401611900.0000000000,119175348813300992.0000000000,119178008793356992.0000000000,0.0522600000,0,0,0,1,0,0,None,-0.1195386874,None,1526808756736.0000000000,45032,F
10000009,20000109,30000746,WF4C-8,153316750356383008.0000000000,-15987872487494400.0000000000,-124105373413723008.0000000000,153315960419409984.0000000000,153321081415356992.0000000000,-15987893951090200.0000000000,-15987754804847600.0000000000,124104317624692000.0000000000,124107399091362000.0000000000,0.0633300000,0,0,1,0,0,0,None,-0.1712771020,None,2560497973232.0000000000,45033,F
10000009,20000109,30000747,TZN-2V,154235220985414016.0000000000,-9165276508096500.0000000000,-129230802361772000.0000000000,154233735613132992.0000000000,154235481876870016.0000000000,-9165322687124510.0000000000,-9165268392445010.0000000000,129229737742916000.0000000000,129231317801675008.0000000000,0.0264700000,0,0,0,1,0,0,None,-0.1526766545,None,873131868288.0000000000,6,F
10000009,20000109,30000748,8EF-58,147607424632376000.0000000000,-18880263294495200.0000000000,-137543768597843008.0000000000,147604986911575008.0000000000,147607455710084992.0000000000,-18880264736170600.0000000000,-18880150344737400.0000000000,137539893084212000.0000000000,137544067667179008.0000000000,0.3106000000,0,1,0,0,0,0,None,-0.2797526549,None,2087291483240.0000000000,3801,F1
10000009,20000109,30000749,4DS-OI,158370832780552000.0000000000,-13371014801884000.0000000000,-133594255140184992.0000000000,158369041816574016.0000000000,158371047164737984.0000000000,-13371103705584400.0000000000,-13371004159219500.0000000000,133592152144280992.0000000000,133594674990444992.0000000000,0.0382300000,0,0,1,0,0,0,None,-0.2006353240,None,1261423081928.0000000000,3802,F
10000009,20000110,30000750,XQP-9C,164549229898809984.0000000000,-10246594505979300.0000000000,-131475679768122000.0000000000,164549095232691008.0000000000,164550654781980000.0000000000,-10246616828338300.0000000000,-10246358338895500.0000000000,131475363659720000.0000000000,131476147396556000.0000000000,0.0247100000,1,0,1,0,0,0,None,-0.1550186335,None,779774644464.0000000000,45047,F
10000009,20000110,30000751,W-6GBI,177554925849340000.0000000000,-15904811638169100.0000000000,-137870014520938000.0000000000,177553223663824992.0000000000,177555288942286016.0000000000,-15904837982150800.0000000000,-15904688139383100.0000000000,137866115605899008.0000000000,137870423667410000.0000000000,0.6041000000,0,0,0,1,0,0,None,-0.1977724145,None,2154030755160.0000000000,45035,F
10000009,20000110,30000752,XKH-6O,181596826361225984.0000000000,-7995218162146540.0000000000,-141219519747852992.0000000000,181595723391463008.0000000000,181598523718012000.0000000000,-7995235455067860.0000000000,-7995191552415590.0000000000,141216015899524992.0000000000,141220005209620992.0000000000,0.0596900000,0,0,1,0,0,0,None,-0.1452237129,None,1994655048112.0000000000,45032,F
10000009,20000110,30000753,S0U-MO,181408241415656000.0000000000,-18239777378027400.0000000000,-147381334574571008.0000000000,181407951701452992.0000000000,181409705695011008.0000000000,-18239831059873600.0000000000,-18239506067561100.0000000000,147380227193960992.0000000000,147383927880694016.0000000000,0.1135000000,1,0,1,0,0,0,None,-0.2546622710,None,1850343366640.0000000000,45038,F1
10000009,20000110,30000754,F39H-1,181083216725988992.0000000000,-8829393243175590.0000000000,-145184379550187008.0000000000,181076989890308992.0000000000,181087156252563008.0000000000,-8830514553199960.0000000000,-8828683826265960.0000000000,145182048406704992.0000000000,145184909843352992.0000000000,0.5399000000,0,1,0,0,0,0,None,-0.1696129120,None,5083181127408.0000000000,3797,F
10000009,20000110,30000755,V-QXXK,178607643887427008.0000000000,-17200539664637500.0000000000,-142910089542892992.0000000000,178604605351742016.0000000000,178611593917023008.0000000000,-17200841354195000.0000000000,-17200307592220700.0000000000,142908502935462000.0000000000,142912322894560992.0000000000,0.2834000000,0,0,1,0,0,0,None,-0.2321039410,None,3494282640608.0000000000,3802,F
10000009,20000111,30000756,2-Q4YG,161629569455622016.0000000000,-3278462839266580.0000000000,-129556062469816000.0000000000,161629186418876000.0000000000,161631530398672992.0000000000,-3278642450871800.0000000000,-3278427755232590.0000000000,129554675690816992.0000000000,129559379984315008.0000000000,0.0673200000,1,0,0,1,0,0,None,-0.1103811281,None,2352146748656.0000000000,45033,F
10000009,20000111,30000757,2JT-3Q,157420565938086016.0000000000,1445961155903710.0000000000,-131293642400188000.0000000000,157420473016137984.0000000000,157425801617484992.0000000000,1445950609883510.0000000000,1446555347386230.0000000000,131291473974960992.0000000000,131295227023188000.0000000000,0.0229000000,0,0,0,1,0,0,None,-0.1021093810,None,2664300673568.0000000000,3800,F
10000009,20000111,30000758,I3CR-F,149895913318716000.0000000000,-3337336106166010.0000000000,-141821941018270000.0000000000,149893452297262016.0000000000,149897656971036992.0000000000,-3337578861409300.0000000000,-3336993476238840.0000000000,141819093370439008.0000000000,141826242382711008.0000000000,0.4156000000,0,0,0,1,0,0,None,-0.1598307559,None,3574506135872.0000000000,6,F
10000009,20000111,30000759,7-JT09,154421849014318016.0000000000,13570438411539300.0000000000,-132931316597392000.0000000000,154417800311648000.0000000000,154422434079681984.0000000000,13570375977823100.0000000000,13570870456077900.0000000000,132930456207044000.0000000000,132931891548886000.0000000000,0.0106400000,0,0,0,1,0,0,None,-0.0887570080,None,2316884017072.0000000000,45039,F
10000009,20000111,30000760,AGCP-I,150412568680958016.0000000000,21640270025656800.0000000000,-126094453887968992.0000000000,150412372211355008.0000000000,150413323319740992.0000000000,21640237828374800.0000000000,21640393693522600.0000000000,126092322061218000.0000000000,126094817810807008.0000000000,0.1911000000,1,0,1,0,0,0,None,-0.1403204675,None,1247874794208.0000000000,3797,F
10000009,20000111,30000761,M4-GJ6,144911544202916992.0000000000,-1706121103108970.0000000000,-141686354666444000.0000000000,144907679176095008.0000000000,144918398706137984.0000000000,-1706467500174270.0000000000,-1705506781248190.0000000000,141681233246295008.0000000000,141693784119778000.0000000000,3.2930000000,1,0,0,1,0,0,None,-0.1569205312,None,6275436741464.0000000000,45036,F
10000009,20000111,30000762,5-2PQU,159060064628867008.0000000000,8318302803622630.0000000000,-131553073605394000.0000000000,159057861338270016.0000000000,159061695877228992.0000000000,8318157027196790.0000000000,8318410735056210.0000000000,131548039917172992.0000000000,131554602137271008.0000000000,0.1223000000,1,0,0,1,0,1,None,-0.0809600941,None,3281110049256.0000000000,7,F
10000009,20000111,30000763,SN9-3Z,143278195821126000.0000000000,2901074788155290.0000000000,-140404662693508000.0000000000,143278042784531008.0000000000,143284639147114000.0000000000,2901072640816890.0000000000,2901164597437460.0000000000,140399334580555008.0000000000,140404905354290000.0000000000,1.1130000000,1,0,0,1,0,1,None,-0.1435223016,None,3298181291472.0000000000,3797,F
10000009,20000112,30000764,6BJH-3,166708812233737984.0000000000,15551810768549900.0000000000,-136039076435032992.0000000000,166707395585855008.0000000000,166709019460156992.0000000000,15551561222625500.0000000000,15551847272195800.0000000000,136036608965131008.0000000000,136042481823736000.0000000000,0.1172000000,1,0,0,1,0,0,None,-0.0546218033,None,2936429302400.0000000000,45041,F
10000009,20000112,30000765,U-UTU9,172419785887308000.0000000000,19860444841304200.0000000000,-144133471291932000.0000000000,172416542283456000.0000000000,172427490006896000.0000000000,19860038302153700.0000000000,19860616005251400.0000000000,144129489098780000.0000000000,144139932473799008.0000000000,1.0910000000,0,0,1,0,0,0,None,-0.0420901580,None,5473861720336.0000000000,45047,F
10000009,20000112,30000766,1TG7-W,174008095764177984.0000000000,11961873905048700.0000000000,-142526548638442000.0000000000,174003458795625984.0000000000,174008362655840992.0000000000,11961870903289400.0000000000,11961925974272900.0000000000,142522221490371008.0000000000,142527406837746000.0000000000,0.2259000000,0,0,0,1,0,0,None,-0.0590202799,None,2592673687616.0000000000,3798,F
10000009,20000112,30000767,QYD-WK,169474788526468000.0000000000,21522133782782700.0000000000,-136927251643668000.0000000000,169474682046032000.0000000000,169475437724871008.0000000000,21522031813540100.0000000000,21522150512208000.0000000000,136923152985656000.0000000000,136927274571206000.0000000000,0.2226000000,0,0,0,1,0,0,None,-0.0445868476,None,2060792774896.0000000000,45037,F
10000009,20000112,30000768,R959-U,177263757285062016.0000000000,8976080314730460.0000000000,-138724127612680000.0000000000,177262382192104000.0000000000,177264179958947008.0000000000,8976078179662460.0000000000,8976087259805260.0000000000,138723060598683008.0000000000,138724871962060992.0000000000,0.0908000000,0,0,1,0,0,0,None,-0.0607290633,None,905681689304.0000000000,3798,F
10000009,20000112,30000769,A-TJ0G,181342692072428992.0000000000,8077204310392760.0000000000,-147882893724260000.0000000000,181342563018324000.0000000000,181345603926756000.0000000000,8076683674205660.0000000000,8077227387748190.0000000000,147881715384484992.0000000000,147886884689113984.0000000000,0.0619000000,1,0,0,1,0,0,None,-0.0851892836,None,2584652314624.0000000000,7,F
10000009,20000113,30000770,88A-RA,128184175778003008.0000000000,10549769288181700.0000000000,-134177430946650000.0000000000,128183258842756000.0000000000,128187823981430000.0000000000,10549436996924500.0000000000,10549852806219900.0000000000,134176267708304000.0000000000,134178384519894000.0000000000,0.0507900000,1,0,0,1,0,0,None,-0.2864100839,None,2282569336912.0000000000,7,F1
10000009,20000113,30000771,8G-2FP,129264143509172992.0000000000,-3135250827934060.0000000000,-122458613532996000.0000000000,129263112165496992.0000000000,129265264473571008.0000000000,-3135316560596380.0000000000,-3135179383887540.0000000000,122458521724886000.0000000000,122460802456184000.0000000000,0.0253400000,0,1,0,0,0,0,None,-0.2113610590,None,1140365649408.0000000000,45033,F
10000009,20000113,30000772,C-J6MT,129744676842567008.0000000000,8872976434890480.0000000000,-125300725645515008.0000000000,129741299138527008.0000000000,129746067471130000.0000000000,8872820440430420.0000000000,8873040655377530.0000000000,125298267795402000.0000000000,125303920341066000.0000000000,0.4692000000,1,0,0,1,0,0,None,-0.2887451608,None,2826272831632.0000000000,45036,F1
10000009,20000113,30000773,78-0R6,124739708606610000.0000000000,4000080756859650.0000000000,-138852092290276000.0000000000,124738678037578000.0000000000,124742740152640000.0000000000,3999991424943070.0000000000,4000343543978860.0000000000,138851059301280992.0000000000,138854564602960000.0000000000,0.0184500000,1,0,0,1,0,1,None,-0.2569041839,None,2031057530984.0000000000,45039,F1
10000009,20000113,30000774,MSG-BZ,118743422424703008.0000000000,6232267243674780.0000000000,-145133102454423008.0000000000,118736049519064992.0000000000,118749741326326000.0000000000,6232220138163810.0000000000,6232322204130940.0000000000,145123856525344992.0000000000,145136311250588000.0000000000,6.4700000000,1,0,0,1,0,1,None,-0.2762124099,None,6845903630872.0000000000,45046,F1
10000009,20000113,30000775,8-WYQZ,131732477228714000.0000000000,3350968731114240.0000000000,-122038972670314000.0000000000,131730864229756000.0000000000,131734268923776000.0000000000,3350797564159660.0000000000,3351158861666540.0000000000,122033123399487008.0000000000,122041921610727008.0000000000,0.1464000000,1,0,0,1,0,0,None,-0.2303424254,None,4399105619824.0000000000,45032,F
10000009,20000113,30000776,4M-QXK,142579444236587008.0000000000,4971953457650220.0000000000,-122364652117620992.0000000000,142577607040372000.0000000000,142580940140380992.0000000000,4971773985159070.0000000000,4972099592041920.0000000000,122359358464999008.0000000000,122367896462168000.0000000000,0.0376400000,0,1,0,0,0,0,None,-0.1487592760,None,4268998584552.0000000000,45040,F
10000009,20000114,30000777,X5-0EM,135340177713971008.0000000000,-15918067723806600.0000000000,-143690281220812992.0000000000,135329920875275008.0000000000,135340578642055008.0000000000,-15919154782859100.0000000000,-15918025231912500.0000000000,143684014610194000.0000000000,143692620174886000.0000000000,0.3857000000,1,0,0,1,0,0,None,-0.2503766393,None,5328883389936.0000000000,7,F1
10000009,20000114,30000778,G-EURJ,137410845417812000.0000000000,-17794704373405200.0000000000,-147455653257348000.0000000000,137410257242204000.0000000000,137411268815060000.0000000000,-17794757021662500.0000000000,-17794631236261400.0000000000,147454491267584992.0000000000,147457964900184992.0000000000,0.1359000000,1,0,0,1,0,0,None,-0.2863172610,None,1736816299744.0000000000,3801,F1
10000009,20000114,30000779,SHBF-V,124729085346300992.0000000000,-25735439494436600.0000000000,-148631083197240000.0000000000,124727346043599008.0000000000,124730187752208000.0000000000,-25735654579916600.0000000000,-25735303168825700.0000000000,148630887302409984.0000000000,148633106767328000.0000000000,0.8802000000,1,0,0,1,0,1,None,-0.2924155138,None,1420854304328.0000000000,3801,F1
10000009,20000114,30000780,RERZ-L,129708216400054000.0000000000,1390598406914350.0000000000,-135075523160155008.0000000000,129707715126787008.0000000000,129708704734794000.0000000000,1390582159336450.0000000000,1390614236581830.0000000000,135075384933670000.0000000000,135077032271522000.0000000000,0.0158700000,1,0,0,1,0,0,None,-0.2203176208,None,823668926280.0000000000,45041,F
10000009,20000114,30000781,0UBC-R,121188596847580000.0000000000,-10195076329929100.0000000000,-137995860431600000.0000000000,121184942595800992.0000000000,121190388104834000.0000000000,-10195735482308800.0000000000,-10194753224391300.0000000000,137993418972008000.0000000000,138002048781575008.0000000000,0.2044000000,1,0,1,0,0,0,None,-0.2143566489,None,4314904783152.0000000000,3798,F
10000009,20000114,30000782,3U-48K,124029038959610000.0000000000,-5685671428283220.0000000000,-141003876386651008.0000000000,124028983040484000.0000000000,124030731720114000.0000000000,-5685680613773930.0000000000,-5685393368264800.0000000000,141003641806050000.0000000000,141007446512260000.0000000000,0.1052000000,0,0,0,1,0,0,None,-0.2137161140,None,1902353104840.0000000000,45041,F
10000009,20000115,30000783,EFM-C4,121788833139828000.0000000000,49948201634236096.0000000000,-105013924887848992.0000000000,121788264020080000.0000000000,121792943950346000.0000000000,49948089081082896.0000000000,49949014608843800.0000000000,105013125475880992.0000000000,105019468014670000.0000000000,0.0268100000,0,1,0,0,0,0,None,-0.4819140155,None,3171269394424.0000000000,45040,F3
